Año,Mes,País,Material,Producto,Producción
2021,Mayo,Brasil,Hierro,Arrabio,2419.5789999999997
2021,Mayo,Brasil,Hierro,Hierro Esponja,0.0
2021,Mayo,Chile,Hierro,Arrabio,61.81060000000001
2021,Mayo,Chile,Hierro,Hierro Esponja,0.0
2021,Mayo,Colombia,Hierro,Arrabio,14.567028000000002
2021,Mayo,Colombia,Hierro,Hierro Esponja,0.0
2021,Mayo,México,Hierro,Arrabio,0.0
2021,Mayo,México,Hierro,Hierro Esponja,0.0
2021,Mayo,Paraguay,Hierro,Arrabio,2.3362560000000006
2021,Mayo,Paraguay,Hierro,Hierro Esponja,0.0
2021,Mayo,Trinidad y Tobago,Hierro,Arrabio,
2021,Mayo,Trinidad y Tobago,Hierro,Hierro Esponja,
2021,Mayo,Venezuela,Hierro,Arrabio,0.0
2021,Mayo,Venezuela,Hierro,Hierro Esponja,23.39003332818034
2021,Junio,Argentina,Hierro,Arrabio,181.186
2021,Junio,Argentina,Hierro,Hierro Esponja,63.06
2021,Junio,Brasil,Hierro,Arrabio,2386.4770000000003
2021,Junio,Brasil,Hierro,Hierro Esponja,0.0
2021,Junio,Chile,Hierro,Arrabio,56.822799999999965
2021,Junio,Chile,Hierro,Hierro Esponja,0.0
2021,Junio,Colombia,Hierro,Arrabio,15.60753
2021,Junio,Colombia,Hierro,Hierro Esponja,0.0
2021,Junio,México,Hierro,Arrabio,0.0
2021,Junio,México,Hierro,Hierro Esponja,0.0
2021,Junio,Paraguay,Hierro,Arrabio,3.5043840000000004
2021,Junio,Paraguay,Hierro,Hierro Esponja,0.0
2021,Junio,Trinidad y Tobago,Hierro,Arrabio,
2021,Junio,Trinidad y Tobago,Hierro,Hierro Esponja,
2021,Junio,Venezuela,Hierro,Arrabio,0.0
2021,Junio,Venezuela,Hierro,Hierro Esponja,24.834688965277067
2021,Julio,Argentina,Hierro,Arrabio,195.284
2021,Julio,Argentina,Hierro,Hierro Esponja,101.753
2021,Julio,Brasil,Hierro,Arrabio,2459.5099999999998
2021,Julio,Brasil,Hierro,Hierro Esponja,0.0
2021,Julio,Chile,Hierro,Arrabio,52.8655
2021,Julio,Chile,Hierro,Hierro Esponja,0.0
2021,Julio,Colombia,Hierro,Arrabio,17.688534000000008
2021,Julio,Colombia,Hierro,Hierro Esponja,0.0
2021,Julio,México,Hierro,Arrabio,0.0
2021,Julio,México,Hierro,Hierro Esponja,0.0
2021,Julio,Paraguay,Hierro,Arrabio,3.5043840000000004
2021,Julio,Paraguay,Hierro,Hierro Esponja,0.0
2021,Julio,Trinidad y Tobago,Hierro,Arrabio,
2021,Julio,Trinidad y Tobago,Hierro,Hierro Esponja,
2021,Julio,Venezuela,Hierro,Arrabio,0.0
2021,Julio,Venezuela,Hierro,Hierro Esponja,24.451190954805966
2021,Agosto,Argentina,Hierro,Arrabio,175.068
2021,Agosto,Argentina,Hierro,Hierro Esponja,140.131
2021,Agosto,Brasil,Hierro,Arrabio,2541.996
2021,Agosto,Brasil,Hierro,Hierro Esponja,0.0
2021,Agosto,Chile,Hierro,Arrabio,61.47140000000004
2021,Agosto,Chile,Hierro,Hierro Esponja,0.0
2021,Agosto,Colombia,Hierro,Arrabio,19.769538000000008
2021,Agosto,Colombia,Hierro,Hierro Esponja,0.0
2021,Agosto,México,Hierro,Arrabio,0.0
2021,Agosto,México,Hierro,Hierro Esponja,0.0
2021,Agosto,Paraguay,Hierro,Arrabio,4.672512000000001
2021,Agosto,Paraguay,Hierro,Hierro Esponja,0.0
2021,Agosto,Trinidad y Tobago,Hierro,Arrabio,
2021,Agosto,Trinidad y Tobago,Hierro,Hierro Esponja,
2021,Agosto,Venezuela,Hierro,Arrabio,0.0
2021,Agosto,Venezuela,Hierro,Hierro Esponja,24.952063548570425
2021,Septiembre,Argentina,Hierro,Arrabio,184.06
2021,Septiembre,Argentina,Hierro,Hierro Esponja,149.423
2021,Septiembre,Brasil,Hierro,Arrabio,2489.4390000000003
2021,Septiembre,Brasil,Hierro,Hierro Esponja,0.0
2021,Septiembre,Chile,Hierro,Arrabio,51.39979999999996
2021,Septiembre,Chile,Hierro,Hierro Esponja,0.0
2021,Septiembre,Colombia,Hierro,Arrabio,18.729036
2021,Septiembre,Colombia,Hierro,Hierro Esponja,0.0
2021,Septiembre,México,Hierro,Arrabio,0.0
2021,Septiembre,México,Hierro,Hierro Esponja,0.0
2021,Septiembre,Paraguay,Hierro,Arrabio,4.672512000000001
2021,Septiembre,Paraguay,Hierro,Hierro Esponja,0.0
2021,Septiembre,Trinidad y Tobago,Hierro,Arrabio,
2021,Septiembre,Trinidad y Tobago,Hierro,Hierro Esponja,
2021,Septiembre,Venezuela,Hierro,Arrabio,0.0
2021,Septiembre,Venezuela,Hierro,Hierro Esponja,25.488360590904353
2021,Octubre,Argentina,Hierro,Arrabio,174.376
2021,Octubre,Argentina,Hierro,Hierro Esponja,136.782
2021,Octubre,Brasil,Hierro,Arrabio,2284.157
2021,Octubre,Brasil,Hierro,Hierro Esponja,0.0
2021,Octubre,Chile,Hierro,Arrabio,65.10979999999999
2021,Octubre,Chile,Hierro,Hierro Esponja,0.0
2021,Octubre,Colombia,Hierro,Arrabio,18.729036
2021,Octubre,Colombia,Hierro,Hierro Esponja,0.0
2021,Octubre,México,Hierro,Arrabio,0.0
2021,Octubre,México,Hierro,Hierro Esponja,0.0
2021,Octubre,Paraguay,Hierro,Arrabio,4.672512000000001
2021,Octubre,Paraguay,Hierro,Hierro Esponja,0.0
2021,Octubre,Trinidad y Tobago,Hierro,Arrabio,
2021,Octubre,Trinidad y Tobago,Hierro,Hierro Esponja,
2021,Octubre,Venezuela,Hierro,Arrabio,0.0
2021,Octubre,Venezuela,Hierro,Hierro Esponja,25.71278784903639
2021,Noviembre,Argentina,Hierro,Arrabio,188.095
2021,Noviembre,Argentina,Hierro,Hierro Esponja,138.467
2021,Noviembre,Brasil,Hierro,Arrabio,2422.817
2021,Noviembre,Brasil,Hierro,Hierro Esponja,0.0
2021,Noviembre,Chile,Hierro,Arrabio,64.30799999999998
2021,Noviembre,Chile,Hierro,Hierro Esponja,0.0
2021,Noviembre,Colombia,Hierro,Arrabio,21.850542
2021,Noviembre,Colombia,Hierro,Hierro Esponja,0.0
2021,Noviembre,México,Hierro,Arrabio,0.0
2021,Noviembre,México,Hierro,Hierro Esponja,0.0
2021,Noviembre,Paraguay,Hierro,Arrabio,4.672512000000001
2021,Noviembre,Paraguay,Hierro,Hierro Esponja,0.0
2021,Noviembre,Trinidad y Tobago,Hierro,Arrabio,
2021,Noviembre,Trinidad y Tobago,Hierro,Hierro Esponja,
2021,Noviembre,Venezuela,Hierro,Arrabio,0.0
2021,Noviembre,Venezuela,Hierro,Hierro Esponja,26.145936116055505
2021,Diciembre,Argentina,Hierro,Arrabio,180.095
2021,Diciembre,Argentina,Hierro,Hierro Esponja,126.703
2021,Diciembre,Brasil,Hierro,Arrabio,2332.424
2021,Diciembre,Brasil,Hierro,Hierro Esponja,0.0
2021,Diciembre,Chile,Hierro,Arrabio,50.696000000000026
2021,Diciembre,Chile,Hierro,Hierro Esponja,0.0
2021,Diciembre,Colombia,Hierro,Arrabio,17.688534000000008
2021,Diciembre,Colombia,Hierro,Hierro Esponja,0.0
2021,Diciembre,México,Hierro,Arrabio,0.0
2021,Diciembre,México,Hierro,Hierro Esponja,0.0
2021,Diciembre,Paraguay,Hierro,Arrabio,4.672512000000001
2021,Diciembre,Paraguay,Hierro,Hierro Esponja,0.0
2021,Diciembre,Trinidad y Tobago,Hierro,Arrabio,
2021,Diciembre,Trinidad y Tobago,Hierro,Hierro Esponja,
2021,Diciembre,Venezuela,Hierro,Arrabio,0.0
2021,Diciembre,Venezuela,Hierro,Hierro Esponja,26.555832364225378
2020,Enero,Argentina,Hierro,Arrabio,170.499
2020,Enero,Argentina,Hierro,Hierro Esponja,36.61
2020,Enero,Brasil,Hierro,Arrabio,2170.6530000000002
2020,Enero,Brasil,Hierro,Hierro Esponja,0.0
2020,Enero,Chile,Hierro,Arrabio,49.64499999999999
2020,Enero,Chile,Hierro,Hierro Esponja,0.0
2020,Enero,Colombia,Hierro,Arrabio,18.545417999999998
2020,Enero,Colombia,Hierro,Hierro Esponja,0.0
2020,Enero,México,Hierro,Arrabio,0.0
2020,Enero,México,Hierro,Hierro Esponja,0.0
2020,Enero,Paraguay,Hierro,Arrabio,3.3745920000000003
2020,Enero,Paraguay,Hierro,Hierro Esponja,0.0
2020,Enero,Trinidad y Tobago,Hierro,Arrabio,0.0
2020,Enero,Trinidad y Tobago,Hierro,Hierro Esponja,0.0
2020,Enero,Venezuela,Hierro,Arrabio,0.0
2020,Enero,Venezuela,Hierro,Hierro Esponja,33.78
2020,Febrero,Argentina,Hierro,Arrabio,175.742
2020,Febrero,Argentina,Hierro,Hierro Esponja,72.12
2020,Febrero,Brasil,Hierro,Arrabio,2178.222
2020,Febrero,Brasil,Hierro,Hierro Esponja,0.0
2020,Febrero,Chile,Hierro,Arrabio,46.27600000000002
2020,Febrero,Chile,Hierro,Hierro Esponja,0.0
2020,Febrero,Colombia,Hierro,Arrabio,13.393913000000001
2020,Febrero,Colombia,Hierro,Hierro Esponja,0.0
2020,Febrero,México,Hierro,Arrabio,0.0
2020,Febrero,México,Hierro,Hierro Esponja,0.0
2020,Febrero,Paraguay,Hierro,Arrabio,2.249728
2020,Febrero,Paraguay,Hierro,Hierro Esponja,0.0
2020,Febrero,Trinidad y Tobago,Hierro,Arrabio,0.0
2020,Febrero,Trinidad y Tobago,Hierro,Hierro Esponja,0.0
2020,Febrero,Venezuela,Hierro,Arrabio,0.0
2020,Febrero,Venezuela,Hierro,Hierro Esponja,35.8605
2020,Marzo,Argentina,Hierro,Arrabio,155.91
2020,Marzo,Argentina,Hierro,Hierro Esponja,78.259
2020,Marzo,Brasil,Hierro,Arrabio,2098.985
2020,Marzo,Brasil,Hierro,Hierro Esponja,0.0
2020,Marzo,Chile,Hierro,Arrabio,60.89619999999997
2020,Marzo,Chile,Hierro,Hierro Esponja,0.0
2020,Marzo,Colombia,Hierro,Arrabio,14.784309299999999
2020,Marzo,Colombia,Hierro,Hierro Esponja,0.0
2020,Marzo,México,Hierro,Arrabio,0.0
2020,Marzo,México,Hierro,Hierro Esponja,0.0
2020,Marzo,Paraguay,Hierro,Arrabio,2.985216
2020,Marzo,Paraguay,Hierro,Hierro Esponja,0.0
2020,Marzo,Trinidad y Tobago,Hierro,Arrabio,0.0
2020,Marzo,Trinidad y Tobago,Hierro,Hierro Esponja,0.0
2020,Marzo,Venezuela,Hierro,Arrabio,0.0
2020,Marzo,Venezuela,Hierro,Hierro Esponja,37.99077807888058
2020,Abril,Argentina,Hierro,Arrabio,97.794
2020,Abril,Argentina,Hierro,Hierro Esponja,50.169
2020,Abril,Brasil,Hierro,Arrabio,1750.599
2020,Abril,Brasil,Hierro,Hierro Esponja,0.0
2020,Abril,Chile,Hierro,Arrabio,56.515699999999995
2020,Abril,Chile,Hierro,Hierro Esponja,0.0
2020,Abril,Colombia,Hierro,Arrabio,9.1809
2020,Abril,Colombia,Hierro,Hierro Esponja,0.0
2020,Abril,México,Hierro,Arrabio,0.0
2020,Abril,México,Hierro,Hierro Esponja,0.0
2020,Abril,Paraguay,Hierro,Arrabio,1.7305600000000003
2020,Abril,Paraguay,Hierro,Hierro Esponja,0.0
2020,Abril,Trinidad y Tobago,Hierro,Arrabio,
2020,Abril,Trinidad y Tobago,Hierro,Hierro Esponja,
2020,Abril,Venezuela,Hierro,Arrabio,0.0
2020,Abril,Venezuela,Hierro,Hierro Esponja,22.07447583792389
2020,Mayo,Argentina,Hierro,Arrabio,92.368
2020,Mayo,Argentina,Hierro,Hierro Esponja,0.0
2020,Mayo,Brasil,Hierro,Arrabio,1717.946
2020,Mayo,Brasil,Hierro,Hierro Esponja,0.0
2020,Mayo,Chile,Hierro,Arrabio,57.47239999999997
2020,Mayo,Chile,Hierro,Hierro Esponja,0.0
2020,Mayo,Colombia,Hierro,Arrabio,7.140700000000001
2020,Mayo,Colombia,Hierro,Hierro Esponja,0.0
2020,Mayo,México,Hierro,Arrabio,0.0
2020,Mayo,México,Hierro,Hierro Esponja,0.0
2020,Mayo,Paraguay,Hierro,Arrabio,1.0816000000000001
2020,Mayo,Paraguay,Hierro,Hierro Esponja,0.0
2020,Mayo,Trinidad y Tobago,Hierro,Arrabio,
2020,Mayo,Trinidad y Tobago,Hierro,Hierro Esponja,
2020,Mayo,Venezuela,Hierro,Arrabio,0.0
2020,Mayo,Venezuela,Hierro,Hierro Esponja,17.0922
2020,Junio,Argentina,Hierro,Arrabio,113.879
2020,Junio,Argentina,Hierro,Hierro Esponja,0.0
2020,Junio,Brasil,Hierro,Arrabio,1678.065
2020,Junio,Brasil,Hierro,Hierro Esponja,0.0
2020,Junio,Chile,Hierro,Arrabio,49.02820000000002
2020,Junio,Chile,Hierro,Hierro Esponja,0.0
2020,Junio,Colombia,Hierro,Arrabio,9.1809
2020,Junio,Colombia,Hierro,Hierro Esponja,0.0
2020,Junio,México,Hierro,Arrabio,0.0
2020,Junio,México,Hierro,Hierro Esponja,0.0
2020,Junio,Paraguay,Hierro,Arrabio,2.27136
2020,Junio,Paraguay,Hierro,Hierro Esponja,0.0
2020,Junio,Trinidad y Tobago,Hierro,Arrabio,
2020,Junio,Trinidad y Tobago,Hierro,Hierro Esponja,
2020,Junio,Venezuela,Hierro,Arrabio,0.0
2020,Junio,Venezuela,Hierro,Hierro Esponja,13.049999999999999
2020,Julio,Argentina,Hierro,Arrabio,175.135
2020,Julio,Argentina,Hierro,Hierro Esponja,60.134
2020,Julio,Brasil,Hierro,Arrabio,2015.007
2020,Julio,Brasil,Hierro,Hierro Esponja,0.0
2020,Julio,Chile,Hierro,Arrabio,50.000499999999974
2020,Julio,Chile,Hierro,Hierro Esponja,0.0
2020,Julio,Colombia,Hierro,Arrabio,12.139190000000001
2020,Julio,Colombia,Hierro,Hierro Esponja,0.0
2020,Julio,México,Hierro,Arrabio,0.0
2020,Julio,México,Hierro,Hierro Esponja,0.0
2020,Julio,Paraguay,Hierro,Arrabio,2.822976
2020,Julio,Paraguay,Hierro,Hierro Esponja,0.0
2020,Julio,Trinidad y Tobago,Hierro,Arrabio,
2020,Julio,Trinidad y Tobago,Hierro,Hierro Esponja,
2020,Julio,Venezuela,Hierro,Arrabio,0.0
2020,Julio,Venezuela,Hierro,Hierro Esponja,18.0
2020,Agosto,Argentina,Hierro,Arrabio,195.441
2020,Agosto,Argentina,Hierro,Hierro Esponja,48.289
2020,Agosto,Brasil,Hierro,Arrabio,2140.395
2020,Agosto,Brasil,Hierro,Hierro Esponja,0.0
2020,Agosto,Chile,Hierro,Arrabio,54.74910000000001
2020,Agosto,Chile,Hierro,Hierro Esponja,0.0
2020,Agosto,Colombia,Hierro,Arrabio,16.280796000000002
2020,Agosto,Colombia,Hierro,Hierro Esponja,0.0
2020,Agosto,México,Hierro,Arrabio,0.0
2020,Agosto,México,Hierro,Hierro Esponja,0.0
2020,Agosto,Paraguay,Hierro,Arrabio,3.763968
2020,Agosto,Paraguay,Hierro,Hierro Esponja,0.0
2020,Agosto,Trinidad y Tobago,Hierro,Arrabio,
2020,Agosto,Trinidad y Tobago,Hierro,Hierro Esponja,
2020,Agosto,Venezuela,Hierro,Arrabio,0.0
2020,Agosto,Venezuela,Hierro,Hierro Esponja,20.7174
2020,Septiembre,Argentina,Hierro,Arrabio,182.663
2020,Septiembre,Argentina,Hierro,Hierro Esponja,12.813
2020,Septiembre,Brasil,Hierro,Arrabio,2015.0079999999998
2020,Septiembre,Brasil,Hierro,Hierro Esponja,0.0
2020,Septiembre,Chile,Hierro,Arrabio,59.32050000000007
2020,Septiembre,Chile,Hierro,Hierro Esponja,0.0
2020,Septiembre,Colombia,Hierro,Arrabio,15.423911999999998
2020,Septiembre,Colombia,Hierro,Hierro Esponja,0.0
2020,Septiembre,México,Hierro,Arrabio,0.0
2020,Septiembre,México,Hierro,Hierro Esponja,0.0
2020,Septiembre,Paraguay,Hierro,Arrabio,3.763968
2020,Septiembre,Paraguay,Hierro,Hierro Esponja,0.0
2020,Septiembre,Trinidad y Tobago,Hierro,Arrabio,
2020,Septiembre,Trinidad y Tobago,Hierro,Hierro Esponja,
2020,Septiembre,Venezuela,Hierro,Arrabio,0.0
2020,Septiembre,Venezuela,Hierro,Hierro Esponja,31.0992
2020,Octubre,Argentina,Hierro,Arrabio,189.658
2020,Octubre,Argentina,Hierro,Hierro Esponja,70.081
2020,Octubre,Brasil,Hierro,Arrabio,2172.379
2020,Octubre,Brasil,Hierro,Hierro Esponja,0.0
2020,Octubre,Chile,Hierro,Arrabio,59.16319999999995
2020,Octubre,Chile,Hierro,Hierro Esponja,0.0
2020,Octubre,Colombia,Hierro,Arrabio,15.423911999999998
2020,Octubre,Colombia,Hierro,Hierro Esponja,0.0
2020,Octubre,México,Hierro,Arrabio,0.0
2020,Octubre,México,Hierro,Hierro Esponja,0.0
2020,Octubre,Paraguay,Hierro,Arrabio,3.763968
2020,Octubre,Paraguay,Hierro,Hierro Esponja,0.0
2020,Octubre,Trinidad y Tobago,Hierro,Arrabio,
2020,Octubre,Trinidad y Tobago,Hierro,Hierro Esponja,
2020,Octubre,Venezuela,Hierro,Arrabio,0.0
2020,Octubre,Venezuela,Hierro,Hierro Esponja,14.79555236728838
2020,Noviembre,Argentina,Hierro,Arrabio,181.008
2020,Noviembre,Argentina,Hierro,Hierro Esponja,43.91
2020,Noviembre,Brasil,Hierro,Arrabio,2344.0820000000003
2020,Noviembre,Brasil,Hierro,Hierro Esponja,0.0
2020,Noviembre,Chile,Hierro,Arrabio,60.642900000000004
2020,Noviembre,Chile,Hierro,Hierro Esponja,0.0
2020,Noviembre,Colombia,Hierro,Arrabio,17.994564
2020,Noviembre,Colombia,Hierro,Hierro Esponja,0.0
2020,Noviembre,México,Hierro,Arrabio,0.0
2020,Noviembre,México,Hierro,Hierro Esponja,0.0
2020,Noviembre,Paraguay,Hierro,Arrabio,3.763968
2020,Noviembre,Paraguay,Hierro,Hierro Esponja,0.0
2020,Noviembre,Trinidad y Tobago,Hierro,Arrabio,
2020,Noviembre,Trinidad y Tobago,Hierro,Hierro Esponja,
2020,Noviembre,Venezuela,Hierro,Arrabio,0.0
2020,Noviembre,Venezuela,Hierro,Hierro Esponja,18.000680753017573
2020,Diciembre,Argentina,Hierro,Arrabio,200.156
2020,Diciembre,Argentina,Hierro,Hierro Esponja,52.302
2020,Diciembre,Brasil,Hierro,Arrabio,2346.943
2020,Diciembre,Brasil,Hierro,Hierro Esponja,0.0
2020,Diciembre,Chile,Hierro,Arrabio,59.63379999999999
2020,Diciembre,Chile,Hierro,Hierro Esponja,0.0
2020,Diciembre,Colombia,Hierro,Arrabio,14.567028000000002
2020,Diciembre,Colombia,Hierro,Hierro Esponja,0.0
2020,Diciembre,México,Hierro,Arrabio,0.0
2020,Diciembre,México,Hierro,Hierro Esponja,0.0
2020,Diciembre,Paraguay,Hierro,Arrabio,3.763968
2020,Diciembre,Paraguay,Hierro,Hierro Esponja,0.0
2020,Diciembre,Trinidad y Tobago,Hierro,Arrabio,
2020,Diciembre,Trinidad y Tobago,Hierro,Hierro Esponja,
2020,Diciembre,Venezuela,Hierro,Arrabio,0.0
2020,Diciembre,Venezuela,Hierro,Hierro Esponja,22.543293370222358
2019,Enero,Argentina,Hierro,Arrabio,169.903
2019,Enero,Argentina,Hierro,Hierro Esponja,0.0
2019,Enero,Brasil,Hierro,Arrabio,2451.106
2019,Enero,Brasil,Hierro,Hierro Esponja,0.0
2019,Enero,Chile,Hierro,Arrabio,48.63279999999999
2019,Enero,Chile,Hierro,Hierro Esponja,0.0
2019,Enero,Colombia,Hierro,Arrabio,18.3618
2019,Enero,Colombia,Hierro,Hierro Esponja,0.0
2019,Enero,México,Hierro,Arrabio,0.0
2019,Enero,México,Hierro,Hierro Esponja,0.0
2019,Enero,Paraguay,Hierro,Arrabio,3.2448
2019,Enero,Paraguay,Hierro,Hierro Esponja,0.0
2019,Enero,Trinidad y Tobago,Hierro,Arrabio,0.0
2019,Enero,Trinidad y Tobago,Hierro,Hierro Esponja,0.0
2019,Enero,Venezuela,Hierro,Arrabio,0.0
2019,Enero,Venezuela,Hierro,Hierro Esponja,33.78
2019,Febrero,Argentina,Hierro,Arrabio,159.996
2019,Febrero,Argentina,Hierro,Hierro Esponja,110.216
2019,Febrero,Brasil,Hierro,Arrabio,2200.532
2019,Febrero,Brasil,Hierro,Hierro Esponja,0.0
2019,Febrero,Chile,Hierro,Arrabio,51.36399999999998
2019,Febrero,Chile,Hierro,Hierro Esponja,0.0
2019,Febrero,Colombia,Hierro,Arrabio,13.2613
2019,Febrero,Colombia,Hierro,Hierro Esponja,0.0
2019,Febrero,México,Hierro,Arrabio,0.0
2019,Febrero,México,Hierro,Hierro Esponja,0.0
2019,Febrero,Paraguay,Hierro,Arrabio,2.1632000000000002
2019,Febrero,Paraguay,Hierro,Hierro Esponja,0.0
2019,Febrero,Trinidad y Tobago,Hierro,Arrabio,0.0
2019,Febrero,Trinidad y Tobago,Hierro,Hierro Esponja,0.0
2019,Febrero,Venezuela,Hierro,Arrabio,0.0
2019,Febrero,Venezuela,Hierro,Hierro Esponja,39.845
2019,Marzo,Argentina,Hierro,Arrabio,165.085
2019,Marzo,Argentina,Hierro,Hierro Esponja,142.792
2019,Marzo,Brasil,Hierro,Arrabio,2355.977
2019,Marzo,Brasil,Hierro,Hierro Esponja,0.0
2019,Marzo,Chile,Hierro,Arrabio,36.66279999999994
2019,Marzo,Chile,Hierro,Hierro Esponja,0.0
2019,Marzo,Colombia,Hierro,Arrabio,15.3015
2019,Marzo,Colombia,Hierro,Hierro Esponja,0.0
2019,Marzo,México,Hierro,Arrabio,0.0
2019,Marzo,México,Hierro,Hierro Esponja,0.0
2019,Marzo,Paraguay,Hierro,Arrabio,1.6224
2019,Marzo,Paraguay,Hierro,Hierro Esponja,0.0
2019,Marzo,Trinidad y Tobago,Hierro,Arrabio,
2019,Marzo,Trinidad y Tobago,Hierro,Hierro Esponja,
2019,Marzo,Venezuela,Hierro,Arrabio,0.0
2019,Marzo,Venezuela,Hierro,Hierro Esponja,47.48847259860072
2019,Abril,Argentina,Hierro,Arrabio,173.965
2019,Abril,Argentina,Hierro,Hierro Esponja,144.927
2019,Abril,Brasil,Hierro,Arrabio,2382.641
2019,Abril,Brasil,Hierro,Hierro Esponja,0.0
2019,Abril,Chile,Hierro,Arrabio,10.011799999999996
2019,Abril,Chile,Hierro,Hierro Esponja,0.0
2019,Abril,Colombia,Hierro,Arrabio,18.3618
2019,Abril,Colombia,Hierro,Hierro Esponja,0.0
2019,Abril,México,Hierro,Arrabio,0.0
2019,Abril,México,Hierro,Hierro Esponja,0.0
2019,Abril,Paraguay,Hierro,Arrabio,3.4611200000000006
2019,Abril,Paraguay,Hierro,Hierro Esponja,0.0
2019,Abril,Trinidad y Tobago,Hierro,Arrabio,
2019,Abril,Trinidad y Tobago,Hierro,Hierro Esponja,
2019,Abril,Venezuela,Hierro,Arrabio,0.0
2019,Abril,Venezuela,Hierro,Hierro Esponja,44.14895167584778
2019,Mayo,Argentina,Hierro,Arrabio,162.323
2019,Mayo,Argentina,Hierro,Hierro Esponja,122.582
2019,Mayo,Brasil,Hierro,Arrabio,2295.3959999999997
2019,Mayo,Brasil,Hierro,Hierro Esponja,0.0
2019,Mayo,Chile,Hierro,Arrabio,54.601099999999995
2019,Mayo,Chile,Hierro,Hierro Esponja,0.0
2019,Mayo,Colombia,Hierro,Arrabio,14.281400000000001
2019,Mayo,Colombia,Hierro,Hierro Esponja,0.0
2019,Mayo,México,Hierro,Arrabio,0.0
2019,Mayo,México,Hierro,Hierro Esponja,0.0
2019,Mayo,Paraguay,Hierro,Arrabio,2.1632000000000002
2019,Mayo,Paraguay,Hierro,Hierro Esponja,0.0
2019,Mayo,Trinidad y Tobago,Hierro,Arrabio,
2019,Mayo,Trinidad y Tobago,Hierro,Hierro Esponja,
2019,Mayo,Venezuela,Hierro,Arrabio,0.0
2019,Mayo,Venezuela,Hierro,Hierro Esponja,56.974
2019,Junio,Argentina,Hierro,Arrabio,169.827
2019,Junio,Argentina,Hierro,Hierro Esponja,70.748
2019,Junio,Brasil,Hierro,Arrabio,2277.06
2019,Junio,Brasil,Hierro,Hierro Esponja,0.0
2019,Junio,Chile,Hierro,Arrabio,51.87349999999998
2019,Junio,Chile,Hierro,Hierro Esponja,0.0
2019,Junio,Colombia,Hierro,Arrabio,15.3015
2019,Junio,Colombia,Hierro,Hierro Esponja,0.0
2019,Junio,México,Hierro,Arrabio,0.0
2019,Junio,México,Hierro,Hierro Esponja,0.0
2019,Junio,Paraguay,Hierro,Arrabio,3.2448
2019,Junio,Paraguay,Hierro,Hierro Esponja,0.0
2019,Junio,Trinidad y Tobago,Hierro,Arrabio,
2019,Junio,Trinidad y Tobago,Hierro,Hierro Esponja,
2019,Junio,Venezuela,Hierro,Arrabio,0.0
2019,Junio,Venezuela,Hierro,Hierro Esponja,43.5
2019,Julio,Argentina,Hierro,Arrabio,171.515
2019,Julio,Argentina,Hierro,Hierro Esponja,0.0
2019,Julio,Brasil,Hierro,Arrabio,1879.4769999999999
2019,Julio,Brasil,Hierro,Hierro Esponja,0.0
2019,Julio,Chile,Hierro,Arrabio,54.006299999999975
2019,Julio,Chile,Hierro,Hierro Esponja,0.0
2019,Julio,Colombia,Hierro,Arrabio,17.341700000000003
2019,Julio,Colombia,Hierro,Hierro Esponja,0.0
2019,Julio,México,Hierro,Arrabio,0.0
2019,Julio,México,Hierro,Hierro Esponja,0.0
2019,Julio,Paraguay,Hierro,Arrabio,3.2448
2019,Julio,Paraguay,Hierro,Hierro Esponja,0.0
2019,Julio,Trinidad y Tobago,Hierro,Arrabio,
2019,Julio,Trinidad y Tobago,Hierro,Hierro Esponja,
2019,Julio,Venezuela,Hierro,Arrabio,0.0
2019,Julio,Venezuela,Hierro,Hierro Esponja,30.0
2019,Agosto,Argentina,Hierro,Arrabio,171.644
2019,Agosto,Argentina,Hierro,Hierro Esponja,7.219
2019,Agosto,Brasil,Hierro,Arrabio,1926.313
2019,Agosto,Brasil,Hierro,Hierro Esponja,0.0
2019,Agosto,Chile,Hierro,Arrabio,62.92120000000004
2019,Agosto,Chile,Hierro,Hierro Esponja,0.0
2019,Agosto,Colombia,Hierro,Arrabio,19.3819
2019,Agosto,Colombia,Hierro,Hierro Esponja,0.0
2019,Agosto,México,Hierro,Arrabio,0.0
2019,Agosto,México,Hierro,Hierro Esponja,0.0
2019,Agosto,Paraguay,Hierro,Arrabio,4.3264000000000005
2019,Agosto,Paraguay,Hierro,Hierro Esponja,0.0
2019,Agosto,Trinidad y Tobago,Hierro,Arrabio,
2019,Agosto,Trinidad y Tobago,Hierro,Hierro Esponja,
2019,Agosto,Venezuela,Hierro,Arrabio,0.0
2019,Agosto,Venezuela,Hierro,Hierro Esponja,18.834
2019,Septiembre,Argentina,Hierro,Arrabio,163.215
2019,Septiembre,Argentina,Hierro,Hierro Esponja,125.175
2019,Septiembre,Brasil,Hierro,Arrabio,1906.2330000000002
2019,Septiembre,Brasil,Hierro,Hierro Esponja,0.0
2019,Septiembre,Chile,Hierro,Arrabio,51.37300000000001
2019,Septiembre,Chile,Hierro,Hierro Esponja,0.0
2019,Septiembre,Colombia,Hierro,Arrabio,18.3618
2019,Septiembre,Colombia,Hierro,Hierro Esponja,0.0
2019,Septiembre,México,Hierro,Arrabio,0.0
2019,Septiembre,México,Hierro,Hierro Esponja,0.0
2019,Septiembre,Paraguay,Hierro,Arrabio,4.3264000000000005
2019,Septiembre,Paraguay,Hierro,Hierro Esponja,0.0
