,Producto,Toneladas,Mes,Año,Categoría
4663,Alambrón,202915.01183166998,Jun,2019,Largos
4664,Alambre y derivados,180933.12055279998,Jun,2019,Largos
4665,Alambre,186654.91848340002,Jun,2019,Largos
4666,Derivados de alambre,-5721.7979306,Jun,2019,Largos
4667,Varilla Corrugada,316152.321419,Jun,2019,Largos
4668,Perfiles Estructurales (Caliente y Frío),66497.78293643301,Jun,2019,Largos
4669,Caliente,71176.917841833,Jun,2019,Largos
4670,Frío,-4679.1349054,Jun,2019,Largos
4671,Perfiles Comerciales formados en Caliente,45417.798173167,Jun,2019,Largos
4672,Barras,123150.65099446701,Jun,2019,Largos
4673,Perfiles Inoxidables y Aleados,2029.2420949,Jun,2019,Largos
4674,Rieles,6506.448654999999,Jun,2019,Largos
4675,TUBOS CON Y SIN COSTURA,92529.39523543298,Jun,2019,Terminados
4676,Tubos sin Costura,39230.58546013299,Jun,2019,Terminados
4677,Tubos con Costura,53298.80977529999,Jun,2019,Terminados
4678,Tubos c/Costura ≤ 406.4 mm,34193.087881932996,Jun,2019,Terminados
4679,Tubos c/Costura > 406.4 mm,19105.721893366997,Jun,2019,Terminados
4681,Mineral de Hierro,715349.3051100001,Jul,2019,Materias Primas
4682,Carbón Mineral,1555604.9663929997,Jul,2019,Materias Primas
4683,Coque,148682.505844,Jul,2019,Materias Primas
4684,Chatarra,814951.113003064,Jul,2019,Materias Primas
4685,Material Relaminable,1539.329466,Jul,2019,Materias Primas
4687,Horno Eléctrico,0.0,Jul,2019,Acero
4688,Convertidor al Oxígeno,0.0,Jul,2019,Acero
4690,HIERRO DE PRIMERA FUSIÓN,804542.3666753301,Jul,2019,Básicos
4691,Arrabio,329303.05549533,Jul,2019,Básicos
4692,Fierro Esponja,475239.31118,Jul,2019,Básicos
4693,Ferroaleaciones,21823.054876333335,Jul,2019,Básicos
4694,Granallas y Polvos,4678.9706218,Jul,2019,Básicos
4696,Planchón,240198.5168208,Jul,2019,Semiterminados
4697,"Lingotes, Palanquillas, etc.",187833.154587,Jul,2019,Semiterminados
4700,Placa,256549.38506403338,Jul,2019,Planos
4701,en Rollo,166925.45661729717,Jul,2019,Planos
4702,en Hoja,89623.92844673622,Jul,2019,Planos
4703,Lámina en Caliente,332237.41821589996,Jul,2019,Planos
4704,Lámina en Frío,331578.9655776,Jul,2019,Planos
4705,Lámina con Recubrimiento,393774.82984593674,Jul,2019,Planos
4706,Lámina Galvanizada,359532.75204637006,Jul,2019,Planos
4707,Lámina Estañada (Hojalata),17073.0986153667,Jul,2019,Planos
4708,Lámina Cromada,12944.8555992,Jul,2019,Planos
4709,Planos con Otros Recubiertos y Trabajos,4224.123585,Jul,2019,Planos
4710,Planos de Acero al Silicio,27271.592395,Jul,2019,Planos
4711,Planos de Acero Aleado,153291.1123757,Jul,2019,Planos
4712,Planos de Acero Inoxidable,50481.3070393,Jul,2019,Planos
4713,"Cintas, Tiras y Flejes",3863.8615909,Jul,2019,Planos
4715,Alambrón,192009.02387206999,Jul,2019,Largos
4716,Alambre y derivados,160105.532771,Jul,2019,Largos
4717,Alambre,163902.3940616,Jul,2019,Largos
4718,Derivados de alambre,-3796.8612906,Jul,2019,Largos
4719,Varilla Corrugada,295412.8693579,Jul,2019,Largos
4720,Perfiles Estructurales (Caliente y Frío),69561.400569233,Jul,2019,Largos
4721,Caliente,76944.20428263299,Jul,2019,Largos
4722,Frío,-7382.803713400001,Jul,2019,Largos
4723,Perfiles Comerciales formados en Caliente,43063.85220316701,Jul,2019,Largos
4724,Barras,135111.549906667,Jul,2019,Largos
4725,Perfiles Inoxidables y Aleados,3079.2524088000005,Jul,2019,Largos
4726,Rieles,8446.4137393,Jul,2019,Largos
4727,TUBOS CON Y SIN COSTURA,85311.42103473301,Jul,2019,Terminados
4728,Tubos sin Costura,30934.628000532997,Jul,2019,Terminados
4729,Tubos con Costura,54376.79303420001,Jul,2019,Terminados
4730,Tubos c/Costura ≤ 406.4 mm,38848.64028933301,Jul,2019,Terminados
4731,Tubos c/Costura > 406.4 mm,15528.152744867002,Jul,2019,Terminados
4733,Mineral de Hierro,430712.65066299995,Ago,2019,Materias Primas
4734,Carbón Mineral,1420252.2514459998,Ago,2019,Materias Primas
4735,Coque,243528.211987,Ago,2019,Materias Primas
4736,Chatarra,828606.756003064,Ago,2019,Materias Primas
4737,Material Relaminable,2201.81435,Ago,2019,Materias Primas
4739,Horno Eléctrico,0.0,Ago,2019,Acero
4740,Convertidor al Oxígeno,0.0,Ago,2019,Acero
4742,HIERRO DE PRIMERA FUSIÓN,867572.2777533301,Ago,2019,Básicos
4743,Arrabio,403720.52775333,Ago,2019,Básicos
4744,Fierro Esponja,463851.75,Ago,2019,Básicos
4745,Ferroaleaciones,21038.764367333333,Ago,2019,Básicos
4746,Granallas y Polvos,4931.6293852,Ago,2019,Básicos
4748,Planchón,279843.3225449,Ago,2019,Semiterminados
4749,"Lingotes, Palanquillas, etc.",188657.344118,Ago,2019,Semiterminados
4752,Placa,261203.87173403337,Ago,2019,Planos
4753,en Rollo,163225.79675429716,Ago,2019,Planos
4754,en Hoja,97978.07497973621,Ago,2019,Planos
4755,Lámina en Caliente,379689.6362917,Ago,2019,Planos
4756,Lámina en Frío,344342.676252,Ago,2019,Planos
4757,Lámina con Recubrimiento,406510.64284833666,Ago,2019,Planos
4758,Lámina Galvanizada,373359.68884347,Ago,2019,Planos
4759,Lámina Estañada (Hojalata),20783.5685136667,Ago,2019,Planos
4760,Lámina Cromada,10093.418585,Ago,2019,Planos
4761,Planos con Otros Recubiertos y Trabajos,2273.966906200001,Ago,2019,Planos
4762,Planos de Acero al Silicio,32653.695093,Ago,2019,Planos
4763,Planos de Acero Aleado,144490.6982422,Ago,2019,Planos
4764,Planos de Acero Inoxidable,54155.2601516,Ago,2019,Planos
4765,"Cintas, Tiras y Flejes",2557.002112,Ago,2019,Planos
4767,Alambrón,170106.42887727,Ago,2019,Largos
4768,Alambre y derivados,150968.8086712,Ago,2019,Largos
4769,Alambre,154681.08782689998,Ago,2019,Largos
4770,Derivados de alambre,-3712.2791557,Ago,2019,Largos
4771,Varilla Corrugada,259051.25948400004,Ago,2019,Largos
4772,Perfiles Estructurales (Caliente y Frío),66763.457849733,Ago,2019,Largos
4773,Caliente,73962.28485983299,Ago,2019,Largos
4774,Frío,-7198.8270101,Ago,2019,Largos
4775,Perfiles Comerciales formados en Caliente,40704.241045967006,Ago,2019,Largos
4776,Barras,130848.891487467,Ago,2019,Largos
4777,Perfiles Inoxidables y Aleados,5376.0944662,Ago,2019,Largos
4778,Rieles,4382.272613,Ago,2019,Largos
4779,TUBOS CON Y SIN COSTURA,77980.824138533,Ago,2019,Terminados
4780,Tubos sin Costura,30951.117977133,Ago,2019,Terminados
4781,Tubos con Costura,47029.7061614,Ago,2019,Terminados
4782,Tubos c/Costura ≤ 406.4 mm,37798.883761232995,Ago,2019,Terminados
4783,Tubos c/Costura > 406.4 mm,9230.822400167,Ago,2019,Terminados
4785,Mineral de Hierro,417875.03991999995,Sep,2019,Materias Primas
4786,Carbón Mineral,1310455.5290134,Sep,2019,Materias Primas
4787,Coque,205539.17227,Sep,2019,Materias Primas
4788,Chatarra,825523.9360030639,Sep,2019,Materias Primas
4789,Material Relaminable,2130.1206690000004,Sep,2019,Materias Primas
4791,Horno Eléctrico,0.0,Sep,2019,Acero
4792,Convertidor al Oxígeno,0.0,Sep,2019,Acero
4794,HIERRO DE PRIMERA FUSIÓN,807324.27542633,Sep,2019,Básicos
4795,Arrabio,352909.98043732997,Sep,2019,Básicos
4796,Fierro Esponja,454414.294989,Sep,2019,Básicos
4797,Ferroaleaciones,16196.45821033333,Sep,2019,Básicos
4798,Granallas y Polvos,4747.839075700001,Sep,2019,Básicos
4800,Planchón,234354.72805970002,Sep,2019,Semiterminados
4801,"Lingotes, Palanquillas, etc.",155875.453395,Sep,2019,Semiterminados
4804,Placa,236301.3168772334,Sep,2019,Planos
4805,en Rollo,149563.26136529716,Sep,2019,Planos
4806,en Hoja,86738.05551193621,Sep,2019,Planos
4807,Lámina en Caliente,365599.5044627,Sep,2019,Planos
4808,Lámina en Frío,339085.1919664,Sep,2019,Planos
4809,Lámina con Recubrimiento,391387.6838937367,Sep,2019,Planos
4810,Lámina Galvanizada,360967.75831297,Sep,2019,Planos
4811,Lámina Estañada (Hojalata),20890.6702986667,Sep,2019,Planos
4812,Lámina Cromada,8728.131432,Sep,2019,Planos
4813,Planos con Otros Recubiertos y Trabajos,801.1238501000007,Sep,2019,Planos
4814,Planos de Acero al Silicio,18538.645266,Sep,2019,Planos
4815,Planos de Acero Aleado,119974.7610026,Sep,2019,Planos
4816,Planos de Acero Inoxidable,58747.795254000004,Sep,2019,Planos
4817,"Cintas, Tiras y Flejes",2434.360515,Sep,2019,Planos
4819,Alambrón,172530.97172817,Sep,2019,Largos
4820,Alambre y derivados,163447.65453630002,Sep,2019,Largos
4821,Alambre,167138.4138431,Sep,2019,Largos
4822,Derivados de alambre,-3690.7593067999996,Sep,2019,Largos
4823,Varilla Corrugada,281130.979092,Sep,2019,Largos
4824,Perfiles Estructurales (Caliente y Frío),59484.57066403299,Sep,2019,Largos
4825,Caliente,64710.96018973299,Sep,2019,Largos
4826,Frío,-5226.3895257,Sep,2019,Largos
4827,Perfiles Comerciales formados en Caliente,42053.422060267,Sep,2019,Largos
4828,Barras,116180.78691298701,Sep,2019,Largos
4829,Perfiles Inoxidables y Aleados,2439.9676377,Sep,2019,Largos
4830,Rieles,5746.561656,Sep,2019,Largos
4831,TUBOS CON Y SIN COSTURA,74777.329885833,Sep,2019,Terminados
4832,Tubos sin Costura,30552.235472633,Sep,2019,Terminados
4833,Tubos con Costura,44225.09441319999,Sep,2019,Terminados
4834,Tubos c/Costura ≤ 406.4 mm,34565.918951732994,Sep,2019,Terminados
4835,Tubos c/Costura > 406.4 mm,9659.175461466999,Sep,2019,Terminados
4837,Mineral de Hierro,565428.351376,Oct,2019,Materias Primas
4838,Carbón Mineral,1542838.880437,Oct,2019,Materias Primas
4839,Coque,216282.91882,Oct,2019,Materias Primas
4840,Chatarra,813165.6760030639,Oct,2019,Materias Primas
4841,Material Relaminable,3429.411495,Oct,2019,Materias Primas
4843,Horno Eléctrico,0.0,Oct,2019,Acero
4844,Convertidor al Oxígeno,0.0,Oct,2019,Acero
4846,HIERRO DE PRIMERA FUSIÓN,829800.2541203301,Oct,2019,Básicos
4847,Arrabio,362916.71212033,Oct,2019,Básicos
4848,Fierro Esponja,466883.542,Oct,2019,Básicos
4849,Ferroaleaciones,23277.060527333335,Oct,2019,Básicos
4850,Granallas y Polvos,5061.3842202000005,Oct,2019,Básicos
4852,Planchón,431619.36628139997,Oct,2019,Semiterminados
4853,"Lingotes, Palanquillas, etc.",156336.0333498,Oct,2019,Semiterminados
4856,Placa,235934.88313323335,Oct,2019,Planos
4857,en Rollo,144404.14695229716,Oct,2019,Planos
4858,en Hoja,91530.7361809362,Oct,2019,Planos
4859,Lámina en Caliente,325033.6438227,Oct,2019,Planos
4860,Lámina en Frío,352872.3334824,Oct,2019,Planos
4861,Lámina con Recubrimiento,415642.1060113367,Oct,2019,Planos
4862,Lámina Galvanizada,370578.63237957,Oct,2019,Planos
4863,Lámina Estañada (Hojalata),24738.8142053667,Oct,2019,Planos
4864,Lámina Cromada,13224.972642,Oct,2019,Planos
4865,Planos con Otros Recubiertos y Trabajos,7099.686784399999,Oct,2019,Planos
4866,Planos de Acero al Silicio,30243.893378,Oct,2019,Planos
4867,Planos de Acero Aleado,135679.2010308,Oct,2019,Planos
4868,Planos de Acero Inoxidable,48446.640819700006,Oct,2019,Planos
4869,"Cintas, Tiras y Flejes",2298.795954,Oct,2019,Planos
4871,Alambrón,192470.91533867002,Oct,2019,Largos
4872,Alambre y derivados,166551.8051483,Oct,2019,Largos
4873,Alambre,172256.7082236,Oct,2019,Largos
4874,Derivados de alambre,-5704.903075299999,Oct,2019,Largos
4875,Varilla Corrugada,267603.3050334,Oct,2019,Largos
4876,Perfiles Estructurales (Caliente y Frío),64229.447797832996,Oct,2019,Largos
4877,Caliente,73528.397956833,Oct,2019,Largos
4878,Frío,-9298.950159,Oct,2019,Largos
4879,Perfiles Comerciales formados en Caliente,35689.99122676701,Oct,2019,Largos
4880,Barras,110052.69115448701,Oct,2019,Largos
4881,Perfiles Inoxidables y Aleados,2582.2884928,Oct,2019,Largos
4882,Rieles,4500.90199,Oct,2019,Largos
4883,TUBOS CON Y SIN COSTURA,90338.16263205299,Oct,2019,Terminados
4884,Tubos sin Costura,37486.517530553,Oct,2019,Terminados
4885,Tubos con Costura,52851.64510149999,Oct,2019,Terminados
4886,Tubos c/Costura ≤ 406.4 mm,38022.00569563299,Oct,2019,Terminados
4887,Tubos c/Costura > 406.4 mm,14829.639405867,Oct,2019,Terminados
4889,Mineral de Hierro,583054.1715299999,Nov,2019,Materias Primas
4890,Carbón Mineral,1385612.4159686,Nov,2019,Materias Primas
4891,Coque,160187.65793,Nov,2019,Materias Primas
4892,Chatarra,827232.054003064,Nov,2019,Materias Primas
4893,Material Relaminable,3483.755677,Nov,2019,Materias Primas
4895,Horno Eléctrico,0.0,Nov,2019,Acero
4896,Convertidor al Oxígeno,0.0,Nov,2019,Acero
4898,HIERRO DE PRIMERA FUSIÓN,798599.79452433,Nov,2019,Básicos
4899,Arrabio,285484.52232433,Nov,2019,Básicos
4900,Fierro Esponja,513115.2722,Nov,2019,Básicos
4901,Ferroaleaciones,22921.468779333332,Nov,2019,Básicos
4902,Granallas y Polvos,5217.0675128,Nov,2019,Básicos
4904,Planchón,157528.83956649998,Nov,2019,Semiterminados
4905,"Lingotes, Palanquillas, etc.",141037.191495,Nov,2019,Semiterminados
4908,Placa,224937.9515095334,Nov,2019,Planos
4909,en Rollo,139196.25699479718,Nov,2019,Planos
4910,en Hoja,85741.69451473621,Nov,2019,Planos
4911,Lámina en Caliente,320848.16146990005,Nov,2019,Planos
4912,Lámina en Frío,326192.29645509995,Nov,2019,Planos
4913,Lámina con Recubrimiento,381473.5833871368,Nov,2019,Planos
4914,Lámina Galvanizada,343931.4447156701,Nov,2019,Planos
4915,Lámina Estañada (Hojalata),27343.5692448667,Nov,2019,Planos
4916,Lámina Cromada,9299.394339999999,Nov,2019,Planos
4917,Planos con Otros Recubiertos y Trabajos,899.1750865999993,Nov,2019,Planos
4918,Planos de Acero al Silicio,17677.621427,Nov,2019,Planos
4919,Planos de Acero Aleado,118586.9532578,Nov,2019,Planos
4920,Planos de Acero Inoxidable,32963.7865561,Nov,2019,Planos
4921,"Cintas, Tiras y Flejes",2521.7862345999997,Nov,2019,Planos
4923,Alambrón,183690.33695367,Nov,2019,Largos
4924,Alambre y derivados,158988.7451372,Nov,2019,Largos
4925,Alambre,164038.2785422,Nov,2019,Largos
4926,Derivados de alambre,-5049.533404999999,Nov,2019,Largos
4927,Varilla Corrugada,295904.27786000003,Nov,2019,Largos
4928,Perfiles Estructurales (Caliente y Frío),77121.67152423301,Nov,2019,Largos
4929,Caliente,83120.941245133,Nov,2019,Largos
4930,Frío,-5999.2697209,Nov,2019,Largos
4931,Perfiles Comerciales formados en Caliente,37330.101657267005,Nov,2019,Largos
4932,Barras,97250.268007867,Nov,2019,Largos
4933,Perfiles Inoxidables y Aleados,3047.5449139,Nov,2019,Largos
4934,Rieles,5667.2487266,Nov,2019,Largos
4935,TUBOS CON Y SIN COSTURA,72069.418028433,Nov,2019,Terminados
4936,Tubos sin Costura,27277.902037232998,Nov,2019,Terminados
4937,Tubos con Costura,44791.51599120001,Nov,2019,Terminados
4938,Tubos c/Costura ≤ 406.4 mm,31173.601554033005,Nov,2019,Terminados
4939,Tubos c/Costura > 406.4 mm,13617.914437167,Nov,2019,Terminados
4941,Mineral de Hierro,349982.63429300004,Dic,2019,Materias Primas
4942,Carbón Mineral,765301.5715069999,Dic,2019,Materias Primas
4943,Coque,153025.24261299998,Dic,2019,Materias Primas
4944,Chatarra,786913.994003064,Dic,2019,Materias Primas
4945,Material Relaminable,1946.9176770000001,Dic,2019,Materias Primas
4947,Horno Eléctrico,0.0,Dic,2019,Acero
4948,Convertidor al Oxígeno,0.0,Dic,2019,Acero
4950,HIERRO DE PRIMERA FUSIÓN,853532.39194933,Dic,2019,Básicos
4951,Arrabio,320405.09215032996,Dic,2019,Básicos
4952,Fierro Esponja,533127.299799,Dic,2019,Básicos
4953,Ferroaleaciones,22297.34578633333,Dic,2019,Básicos
4954,Granallas y Polvos,4397.176386300001,Dic,2019,Básicos
4956,Planchón,161208.671078,Dic,2019,Semiterminados
4957,"Lingotes, Palanquillas, etc.",120486.8690132,Dic,2019,Semiterminados
4960,Placa,213553.79316943334,Dic,2019,Planos
4961,en Rollo,133197.24612229713,Dic,2019,Planos
4962,en Hoja,80356.5470471362,Dic,2019,Planos
4963,Lámina en Caliente,425719.8132529,Dic,2019,Planos
4964,Lámina en Frío,328729.05797880003,Dic,2019,Planos
4965,Lámina con Recubrimiento,396435.31137173664,Dic,2019,Planos
4966,Lámina Galvanizada,358899.70089926996,Dic,2019,Planos
4967,Lámina Estañada (Hojalata),18917.8705561667,Dic,2019,Planos
4968,Lámina Cromada,11256.662976,Dic,2019,Planos
4969,Planos con Otros Recubiertos y Trabajos,7361.0769402999995,Dic,2019,Planos
4970,Planos de Acero al Silicio,19719.694961,Dic,2019,Planos
4971,Planos de Acero Aleado,119098.4007381,Dic,2019,Planos
4972,Planos de Acero Inoxidable,54144.4594003,Dic,2019,Planos
4973,"Cintas, Tiras y Flejes",1687.238221,Dic,2019,Planos
4975,Alambrón,188174.80025467,Dic,2019,Largos
4976,Alambre y derivados,157741.0413386,Dic,2019,Largos
4977,Alambre,164362.54924750002,Dic,2019,Largos
4978,Derivados de alambre,-6621.507908899999,Dic,2019,Largos
4979,Varilla Corrugada,274800.48172300006,Dic,2019,Largos
4980,Perfiles Estructurales (Caliente y Frío),43314.551846733,Dic,2019,Largos
4981,Caliente,48868.852676532995,Dic,2019,Largos
4982,Frío,-5554.3008297999995,Dic,2019,Largos
4983,Perfiles Comerciales formados en Caliente,28858.914471167,Dic,2019,Largos
4984,Barras,124846.82050896701,Dic,2019,Largos
4985,Perfiles Inoxidables y Aleados,3835.9076889,Dic,2019,Largos
4986,Rieles,10630.563344999999,Dic,2019,Largos
4987,TUBOS CON Y SIN COSTURA,81656.094598733,Dic,2019,Terminados
4988,Tubos sin Costura,41770.055046033,Dic,2019,Terminados
4989,Tubos con Costura,39886.03955270001,Dic,2019,Terminados
4990,Tubos c/Costura ≤ 406.4 mm,27063.947920233004,Dic,2019,Terminados
4991,Tubos c/Costura > 406.4 mm,12822.091632467,Dic,2019,Terminados
4993,Mineral de Hierro,701711.05961,Ene,2020,Materias Primas
4994,Carbón Mineral,396579.880848,Ene,2020,Materias Primas
4995,Coque,141261.934802,Ene,2020,Materias Primas
4996,Chatarra,889096.686458357,Ene,2020,Materias Primas
4997,Material Relaminable,1145.698088,Ene,2020,Materias Primas
4999,Horno Eléctrico,0.0,Ene,2020,Acero
5000,Convertidor al Oxígeno,0.0,Ene,2020,Acero
5002,HIERRO DE PRIMERA FUSIÓN,784739.27571733,Ene,2020,Básicos
5003,Arrabio,254951.80856232997,Ene,2020,Básicos
5004,Fierro Esponja,529787.4671550001,Ene,2020,Básicos
5005,Ferroaleaciones,21766.579294666666,Ene,2020,Básicos
5006,Granallas y Polvos,4569.4212091,Ene,2020,Básicos
5008,Planchón,241693.2737688,Ene,2020,Semiterminados
5009,"Lingotes, Palanquillas, etc.",131950.551661,Ene,2020,Semiterminados
5012,Placa,224016.27487305,Ene,2020,Planos
5013,en Rollo,138665.600138,Ene,2020,Planos
5014,en Hoja,85350.67473505,Ene,2020,Planos
5015,Lámina en Caliente,384489.65816669003,Ene,2020,Planos
5016,Lámina en Frío,341903.96657687996,Ene,2020,Planos
5017,Lámina con Recubrimiento,409102.19802769,Ene,2020,Planos
5018,Lámina Galvanizada,357435.00688069,Ene,2020,Planos
5019,Lámina Estañada (Hojalata),32482.97392275,Ene,2020,Planos
5020,Lámina Cromada,9869.155841,Ene,2020,Planos
5021,Planos con Otros Recubiertos y Trabajos,9315.06138325,Ene,2020,Planos
5022,Planos de Acero al Silicio,27107.733905,Ene,2020,Planos
5023,Planos de Acero Aleado,140430.22108944002,Ene,2020,Planos
5024,Planos de Acero Inoxidable,50285.67066234,Ene,2020,Planos
5025,"Cintas, Tiras y Flejes",1863.33227225,Ene,2020,Planos
5027,Alambrón,183950.97194733,Ene,2020,Largos
5028,Alambre y derivados,172232.33403624,Ene,2020,Largos
5029,Alambre,176564.23476236,Ene,2020,Largos
5030,Derivados de alambre,-4331.9007261199995,Ene,2020,Largos
5031,Varilla Corrugada,320846.59655733,Ene,2020,Largos
5032,Perfiles Estructurales (Caliente y Frío),54534.135951937016,Ene,2020,Largos
5033,Caliente,58636.357644467,Ene,2020,Largos
5034,Frío,-4102.22169253,Ene,2020,Largos
5035,Perfiles Comerciales formados en Caliente,40642.273114106996,Ene,2020,Largos
5036,Barras,137033.231147973,Ene,2020,Largos
5037,Perfiles Inoxidables y Aleados,2256.67895315,Ene,2020,Largos
5038,Rieles,3401.556447,Ene,2020,Largos
5039,TUBOS CON Y SIN COSTURA,54568.21814534001,Ene,2020,Terminados
5040,Tubos sin Costura,12833.900677480007,Ene,2020,Terminados
5041,Tubos con Costura,41734.317467860004,Ene,2020,Terminados
5042,Tubos c/Costura ≤ 406.4 mm,30686.389831790002,Ene,2020,Terminados
5043,Tubos c/Costura > 406.4 mm,11047.92763607,Ene,2020,Terminados
5045,Mineral de Hierro,804055.57298,Feb,2020,Materias Primas
