Año,Mes,País,Producto,Importacion
2019,Noviembre,Chile,Tubos Sin Costura,1.9503663199999994
2019,Noviembre,Chile,Laminados,140.2256472766668
2019,Noviembre,Colombia,Largos,56.55141128000002
2019,Noviembre,Colombia,Planos,108.6368733
2019,Noviembre,Colombia,Tubos Sin Costura,24.15554497999996
2019,Noviembre,Colombia,Laminados,189.34382955999996
2019,Noviembre,Costa Rica,Largos,17.22962
2019,Noviembre,Costa Rica,Planos,16.12135
2019,Noviembre,Costa Rica,Tubos Sin Costura,0.868732
2019,Noviembre,Costa Rica,Laminados,34.219702000000005
2019,Noviembre,Ecuador,Largos,10.37734
2019,Noviembre,Ecuador,Planos,85.97412
2019,Noviembre,Ecuador,Tubos Sin Costura,4.63373272000001
2019,Noviembre,Ecuador,Laminados,100.98519272000001
2019,Noviembre,El Salvador,Largos,13.320618759999999
2019,Noviembre,El Salvador,Planos,17.323420300000002
2019,Noviembre,El Salvador,Tubos Sin Costura,0.103563
2019,Noviembre,El Salvador,Laminados,30.747602060000002
2019,Noviembre,Guatemala,Largos,13.33083
2019,Noviembre,Guatemala,Planos,31.44509
2019,Noviembre,Guatemala,Tubos Sin Costura,0.517975
2019,Noviembre,Guatemala,Laminados,45.293895
2019,Noviembre,Honduras,Largos,7.910923949999999
2019,Noviembre,Honduras,Planos,30.556431929999995
2019,Noviembre,Honduras,Tubos Sin Costura,0.038500889999999996
2019,Noviembre,Honduras,Laminados,38.505856769999994
2019,Noviembre,México,Largos,93.6621612837
2019,Noviembre,México,Planos,626.4621310933001
2019,Noviembre,México,Tubos Sin Costura,7.4491420396
2019,Noviembre,México,Laminados,727.5734344166001
2019,Noviembre,Panamá,Largos,10.99191
2019,Noviembre,Panamá,Planos,6.613524
2019,Noviembre,Panamá,Tubos Sin Costura,0.094206
2019,Noviembre,Panamá,Laminados,17.699640000000002
2019,Noviembre,Paraguay,Largos,7.961186
2019,Noviembre,Paraguay,Planos,18.15808
2019,Noviembre,Paraguay,Tubos Sin Costura,0.473723
2019,Noviembre,Paraguay,Laminados,26.592989000000003
2019,Noviembre,Perú,Largos,78.00811
2019,Noviembre,Perú,Planos,47.05366
2019,Noviembre,Perú,Tubos Sin Costura,4.226695
2019,Noviembre,Perú,Laminados,129.288465
2019,Noviembre,Uruguay,Largos,3.265552
2019,Noviembre,Uruguay,Planos,6.445549
2019,Noviembre,Uruguay,Tubos Sin Costura,0.123541
2019,Noviembre,Uruguay,Laminados,9.834641999999999
2019,Noviembre,Venezuela,Largos,0.04229
2019,Noviembre,Venezuela,Planos,0.672655
2019,Noviembre,Venezuela,Tubos Sin Costura,0.13211
2019,Noviembre,Venezuela,Laminados,0.8470550000000001
2019,Diciembre,Argentina,Largos,10.609854166666663
2019,Diciembre,Argentina,Planos,13.757854166666663
2019,Diciembre,Argentina,Tubos Sin Costura,2.386
2019,Diciembre,Argentina,Laminados,26.753708333333325
2019,Diciembre,Bolivia,Largos,31.647924
2019,Diciembre,Bolivia,Planos,19.534036
2019,Diciembre,Bolivia,Tubos Sin Costura,0.580402
2019,Diciembre,Bolivia,Laminados,51.762362
2019,Diciembre,Brasil,Largos,36.296
2019,Diciembre,Brasil,Planos,71.787
2019,Diciembre,Brasil,Tubos Sin Costura,0.0
2019,Diciembre,Brasil,Laminados,108.083
2019,Diciembre,Chile,Largos,41.726010478333386
2019,Diciembre,Chile,Planos,70.2782604783334
2019,Diciembre,Chile,Tubos Sin Costura,46.20013822999998
2019,Diciembre,Chile,Laminados,158.20440918666674
2019,Diciembre,Colombia,Largos,81.01681832999998
2019,Diciembre,Colombia,Planos,114.55528594
2019,Diciembre,Colombia,Tubos Sin Costura,22.039258359999987
2019,Diciembre,Colombia,Laminados,217.61136262999997
2019,Diciembre,Costa Rica,Largos,9.065068
2019,Diciembre,Costa Rica,Planos,30.59531
2019,Diciembre,Costa Rica,Tubos Sin Costura,0.652937
2019,Diciembre,Costa Rica,Laminados,40.313315
2019,Diciembre,Ecuador,Largos,4.19056
2019,Diciembre,Ecuador,Planos,36.2168
2019,Diciembre,Ecuador,Tubos Sin Costura,4.860512500000003
2019,Diciembre,Ecuador,Laminados,45.2678725
2019,Diciembre,El Salvador,Largos,15.779864960000001
2019,Diciembre,El Salvador,Planos,18.11731284
2019,Diciembre,El Salvador,Tubos Sin Costura,0.018237429999999995
2019,Diciembre,El Salvador,Laminados,33.91541523
2019,Diciembre,Guatemala,Largos,26.4746
2019,Diciembre,Guatemala,Planos,35.00115
2019,Diciembre,Guatemala,Tubos Sin Costura,0.253568
2019,Diciembre,Guatemala,Laminados,61.729318000000006
2019,Diciembre,Honduras,Largos,11.130619300000001
2019,Diciembre,Honduras,Planos,29.465257100000006
2019,Diciembre,Honduras,Tubos Sin Costura,0.12772349999999996
2019,Diciembre,Honduras,Laminados,40.72359990000001
2019,Diciembre,México,Largos,134.62091101360002
2019,Diciembre,México,Planos,862.1852253386
2019,Diciembre,México,Tubos Sin Costura,15.5450052584
2019,Diciembre,México,Laminados,1012.3511416106
2019,Diciembre,Panamá,Largos,17.07253
2019,Diciembre,Panamá,Planos,5.01285
2019,Diciembre,Panamá,Tubos Sin Costura,0.284217
2019,Diciembre,Panamá,Laminados,22.369597000000002
2019,Diciembre,Paraguay,Largos,7.155036
2019,Diciembre,Paraguay,Planos,25.22746
2019,Diciembre,Paraguay,Tubos Sin Costura,0.013281
2019,Diciembre,Paraguay,Laminados,32.395777
2019,Diciembre,Perú,Largos,60.66701
2019,Diciembre,Perú,Planos,76.28675
2019,Diciembre,Perú,Tubos Sin Costura,7.593848
2019,Diciembre,Perú,Laminados,144.547608
2019,Diciembre,Uruguay,Largos,1.584586
2019,Diciembre,Uruguay,Planos,5.247174
2019,Diciembre,Uruguay,Tubos Sin Costura,0.10176
2019,Diciembre,Uruguay,Laminados,6.93352
2019,Diciembre,Venezuela,Largos,0.135386
2019,Diciembre,Venezuela,Planos,0.52401
2019,Diciembre,Venezuela,Tubos Sin Costura,0.601671
2019,Diciembre,Venezuela,Laminados,1.261067
2018,Enero,Argentina,Largos,33.788458333333324
2018,Enero,Argentina,Planos,39.49645833333332
2018,Enero,Argentina,Tubos Sin Costura,1.795
2018,Enero,Argentina,Laminados,75.07991666666665
2018,Enero,Bolivia,Largos,33.405947469999994
2018,Enero,Bolivia,Planos,7.921880549999999
2018,Enero,Bolivia,Tubos Sin Costura,0.8857428
2018,Enero,Bolivia,Laminados,42.213570819999994
2018,Enero,Brasil,Largos,46.087
2018,Enero,Brasil,Planos,143.091
2018,Enero,Brasil,Tubos Sin Costura,0.0
2018,Enero,Brasil,Laminados,189.178
2018,Enero,Chile,Largos,37.48867767875005
2018,Enero,Chile,Planos,115.07726508875005
2018,Enero,Chile,Tubos Sin Costura,2.7532999599999997
2018,Enero,Chile,Laminados,155.3192427275001
2018,Enero,Colombia,Largos,61.45230219
2018,Enero,Colombia,Planos,114.6734166
2018,Enero,Colombia,Tubos Sin Costura,11.89182843
2018,Enero,Colombia,Laminados,188.01754722
2018,Enero,Costa Rica,Largos,4.10365
2018,Enero,Costa Rica,Planos,42.715645
2018,Enero,Costa Rica,Tubos Sin Costura,0.346793
2018,Enero,Costa Rica,Laminados,47.166088
2018,Enero,Ecuador,Largos,7.8023829299999985
2018,Enero,Ecuador,Planos,85.54714687999997
2018,Enero,Ecuador,Tubos Sin Costura,3.805159189999999
2018,Enero,Ecuador,Laminados,97.15468899999996
2018,Enero,El Salvador,Largos,15.009536269999996
2018,Enero,El Salvador,Planos,26.708653239999997
2018,Enero,El Salvador,Tubos Sin Costura,0.14193469
2018,Enero,El Salvador,Laminados,41.860124199999994
2018,Enero,Guatemala,Largos,5.576488
2018,Enero,Guatemala,Planos,37.036363
2018,Enero,Guatemala,Tubos Sin Costura,0.377615
2018,Enero,Guatemala,Laminados,42.990466
2018,Enero,Honduras,Largos,10.58000903
2018,Enero,Honduras,Planos,21.346176080000017
2018,Enero,Honduras,Tubos Sin Costura,0.21204277000000002
2018,Enero,Honduras,Laminados,32.13822788000002
2018,Enero,México,Largos,142.81252945092
2018,Enero,México,Planos,673.4290500536001
2018,Enero,México,Tubos Sin Costura,14.730014030500005
2018,Enero,México,Laminados,830.9715935350201
2018,Enero,Panamá,Largos,40.06039616999998
2018,Enero,Panamá,Planos,33.509883910000006
2018,Enero,Panamá,Tubos Sin Costura,0.33208508999999997
2018,Enero,Panamá,Laminados,73.90236517
2018,Enero,Paraguay,Largos,9.72892909
2018,Enero,Paraguay,Planos,27.268237309999993
2018,Enero,Paraguay,Tubos Sin Costura,0.38759687
2018,Enero,Paraguay,Laminados,37.38476326999999
2018,Enero,Perú,Largos,80.69466226000003
2018,Enero,Perú,Planos,64.52102782000004
2018,Enero,Perú,Tubos Sin Costura,2.6606403500000004
2018,Enero,Perú,Laminados,147.87633043000005
2018,Enero,Uruguay,Largos,3.3530919300000006
2018,Enero,Uruguay,Planos,7.62514788
2018,Enero,Uruguay,Tubos Sin Costura,0.18264228000000002
2018,Enero,Uruguay,Laminados,11.160882090000001
2018,Enero,Venezuela,Largos,0.329273
2018,Enero,Venezuela,Planos,2.458102
2018,Enero,Venezuela,Tubos Sin Costura,1.440042
2018,Enero,Venezuela,Laminados,4.227417
2018,Febrero,Argentina,Largos,22.215458333333324
2018,Febrero,Argentina,Planos,85.13245833333333
2018,Febrero,Argentina,Tubos Sin Costura,1.898
2018,Febrero,Argentina,Laminados,109.24591666666666
2018,Febrero,Bolivia,Largos,25.769717570000005
2018,Febrero,Bolivia,Planos,10.594407420000005
2018,Febrero,Bolivia,Tubos Sin Costura,1.07932323
2018,Febrero,Bolivia,Laminados,37.44344822000001
2018,Febrero,Brasil,Largos,43.799
2018,Febrero,Brasil,Planos,82.286
2018,Febrero,Brasil,Tubos Sin Costura,0.0
2018,Febrero,Brasil,Laminados,126.08500000000001
2018,Febrero,Chile,Largos,33.33500133875006
2018,Febrero,Chile,Planos,110.41720899875006
2018,Febrero,Chile,Tubos Sin Costura,1.72077626
2018,Febrero,Chile,Laminados,145.47298659750012
2018,Febrero,Colombia,Largos,97.57142377000001
2018,Febrero,Colombia,Planos,72.28837750999999
2018,Febrero,Colombia,Tubos Sin Costura,20.800775929999993
2018,Febrero,Colombia,Laminados,190.66057720999999
2018,Febrero,Costa Rica,Largos,21.215451
2018,Febrero,Costa Rica,Planos,22.960539
2018,Febrero,Costa Rica,Tubos Sin Costura,0.010264
2018,Febrero,Costa Rica,Laminados,44.186254
2018,Febrero,Ecuador,Largos,21.832382749999997
2018,Febrero,Ecuador,Planos,71.76790254000002
2018,Febrero,Ecuador,Tubos Sin Costura,3.1988193500000066
2018,Febrero,Ecuador,Laminados,96.79910464000002
2018,Febrero,El Salvador,Largos,7.134032149999999
2018,Febrero,El Salvador,Planos,9.72248042
2018,Febrero,El Salvador,Tubos Sin Costura,0.14468787
2018,Febrero,El Salvador,Laminados,17.001200439999998
2018,Febrero,Guatemala,Largos,9.471284
2018,Febrero,Guatemala,Planos,28.884839
2018,Febrero,Guatemala,Tubos Sin Costura,0.105251
2018,Febrero,Guatemala,Laminados,38.461374
2018,Febrero,Honduras,Largos,13.942694560000005
2018,Febrero,Honduras,Planos,16.182162839999997
2018,Febrero,Honduras,Tubos Sin Costura,0.0757572
2018,Febrero,Honduras,Laminados,30.200614600000005
2018,Febrero,México,Largos,126.7565842623
2018,Febrero,México,Planos,592.7251192640999
2018,Febrero,México,Tubos Sin Costura,7.265271071000004
2018,Febrero,México,Laminados,726.7469745973999
2018,Febrero,Panamá,Largos,4.24593066
2018,Febrero,Panamá,Planos,3.9791634000000005
2018,Febrero,Panamá,Tubos Sin Costura,0.0630923
2018,Febrero,Panamá,Laminados,8.28818636
2018,Febrero,Paraguay,Largos,8.504864950000002
2018,Febrero,Paraguay,Planos,16.461488430000003
2018,Febrero,Paraguay,Tubos Sin Costura,0.056731220000000006
2018,Febrero,Paraguay,Laminados,25.023084600000004
2018,Febrero,Perú,Largos,48.40430370999999
2018,Febrero,Perú,Planos,37.14989101000001
2018,Febrero,Perú,Tubos Sin Costura,2.259718879999999
2018,Febrero,Perú,Laminados,87.81391359999999
2018,Febrero,Uruguay,Largos,2.75446161
2018,Febrero,Uruguay,Planos,6.509803850000001
2018,Febrero,Uruguay,Tubos Sin Costura,0.13889023999999997
2018,Febrero,Uruguay,Laminados,9.403155700000001
2018,Febrero,Venezuela,Largos,0.058042
2018,Febrero,Venezuela,Planos,0.937531
2018,Febrero,Venezuela,Tubos Sin Costura,7.332942
2018,Febrero,Venezuela,Laminados,8.328515
2018,Marzo,Argentina,Largos,23.925458333333324
2018,Marzo,Argentina,Planos,37.190458333333325
2018,Marzo,Argentina,Tubos Sin Costura,2.214
2018,Marzo,Argentina,Laminados,63.32991666666665
2018,Marzo,Bolivia,Largos,30.391078509999993
2018,Marzo,Bolivia,Planos,13.068046750000002
2018,Marzo,Bolivia,Tubos Sin Costura,0.8021189899999993
2018,Marzo,Bolivia,Laminados,44.26124424999999
2018,Marzo,Brasil,Largos,44.1
2018,Marzo,Brasil,Planos,145.543
2018,Marzo,Brasil,Tubos Sin Costura,0.0
2018,Marzo,Brasil,Laminados,189.643
2018,Marzo,Chile,Largos,35.07942677875006
2018,Marzo,Chile,Planos,101.4308051387501
2018,Marzo,Chile,Tubos Sin Costura,2.0852850300000005
2018,Marzo,Chile,Laminados,138.59551694750016
2018,Marzo,Colombia,Largos,40.93465382
2018,Marzo,Colombia,Planos,118.23095271000001
2018,Marzo,Colombia,Tubos Sin Costura,20.734729629999986
2018,Marzo,Colombia,Laminados,179.90033616
2018,Marzo,Costa Rica,Largos,11.267289
2018,Marzo,Costa Rica,Planos,22.638393
2018,Marzo,Costa Rica,Tubos Sin Costura,0.121476
2018,Marzo,Costa Rica,Laminados,34.027158
2018,Marzo,Ecuador,Largos,9.565712629999998
2018,Marzo,Ecuador,Planos,68.30112449000005
2018,Marzo,Ecuador,Tubos Sin Costura,8.196376980000007
2018,Marzo,Ecuador,Laminados,86.06321410000005
2018,Marzo,El Salvador,Largos,13.334065039999999
2018,Marzo,El Salvador,Planos,19.604977400000003
2018,Marzo,El Salvador,Tubos Sin Costura,0.16552996000000003
2018,Marzo,El Salvador,Laminados,33.1045724
2018,Marzo,Guatemala,Largos,11.015183
2018,Marzo,Guatemala,Planos,46.056217
2018,Marzo,Guatemala,Tubos Sin Costura,0.350223
2018,Marzo,Guatemala,Laminados,57.421623
2018,Marzo,Honduras,Largos,11.601598879999997
2018,Marzo,Honduras,Planos,26.14988445
2018,Marzo,Honduras,Tubos Sin Costura,0.49406959999999994
2018,Marzo,Honduras,Laminados,38.24555293
2018,Marzo,México,Largos,114.45470382279998
2018,Marzo,México,Planos,730.6782312096
2018,Marzo,México,Tubos Sin Costura,8.824463867100004
2018,Marzo,México,Laminados,853.9573988994999
2018,Marzo,Panamá,Largos,26.641873030000006
2018,Marzo,Panamá,Planos,9.498122780000001
2018,Marzo,Panamá,Tubos Sin Costura,0.05810201
2018,Marzo,Panamá,Laminados,36.19809782000001
2018,Marzo,Paraguay,Largos,10.6697831
2018,Marzo,Paraguay,Planos,21.686826049999997
2018,Marzo,Paraguay,Tubos Sin Costura,0.38357681
2018,Marzo,Paraguay,Laminados,32.74018596
2018,Marzo,Perú,Largos,54.78784078999992
2018,Marzo,Perú,Planos,55.57240913000001
2018,Marzo,Perú,Tubos Sin Costura,7.176481399999981
2018,Marzo,Perú,Laminados,117.53673131999992
2018,Marzo,Uruguay,Largos,15.211236390000002
2018,Marzo,Uruguay,Planos,5.3331580999999995
2018,Marzo,Uruguay,Tubos Sin Costura,0.04239591
2018,Marzo,Uruguay,Laminados,20.5867904
2018,Marzo,Venezuela,Largos,1.288944
2018,Marzo,Venezuela,Planos,0.467958
2018,Marzo,Venezuela,Tubos Sin Costura,1.954546
2018,Marzo,Venezuela,Laminados,3.711448
2018,Abril,Argentina,Largos,40.23245833333332
2018,Abril,Argentina,Planos,61.21945833333332
2018,Abril,Argentina,Tubos Sin Costura,3.545
2018,Abril,Argentina,Laminados,104.99691666666665
2018,Abril,Bolivia,Largos,34.44758745
2018,Abril,Bolivia,Planos,11.276849899999998
2018,Abril,Bolivia,Tubos Sin Costura,0.20883880999999999
2018,Abril,Bolivia,Laminados,45.933276160000005
2018,Abril,Brasil,Largos,26.917
2018,Abril,Brasil,Planos,147.238
2018,Abril,Brasil,Tubos Sin Costura,0.0
2018,Abril,Brasil,Laminados,174.155
2018,Abril,Chile,Largos,33.18501137875006
2018,Abril,Chile,Planos,123.24219921875006
2018,Abril,Chile,Tubos Sin Costura,1.4203288499999995
2018,Abril,Chile,Laminados,157.8475394475001
2018,Abril,Colombia,Largos,99.03340104000002
2018,Abril,Colombia,Planos,102.61101532
2018,Abril,Colombia,Tubos Sin Costura,19.032199669999994
2018,Abril,Colombia,Laminados,220.67661603000002
2018,Abril,Costa Rica,Largos,15.302497
2018,Abril,Costa Rica,Planos,36.840854
2018,Abril,Costa Rica,Tubos Sin Costura,0.126598
2018,Abril,Costa Rica,Laminados,52.269949000000004
2018,Abril,Ecuador,Largos,11.782654079999999
2018,Abril,Ecuador,Planos,103.23169522000006
2018,Abril,Ecuador,Tubos Sin Costura,11.964704790000006
2018,Abril,Ecuador,Laminados,126.97905409000006
2018,Abril,El Salvador,Largos,11.515369610000006
2018,Abril,El Salvador,Planos,36.33936277
2018,Abril,El Salvador,Tubos Sin Costura,0.01639129
2018,Abril,El Salvador,Laminados,47.87112367000001
2018,Abril,Guatemala,Largos,26.217356
2018,Abril,Guatemala,Planos,27.217065
2018,Abril,Guatemala,Tubos Sin Costura,1.171012
2018,Abril,Guatemala,Laminados,54.605433
2018,Abril,Honduras,Largos,13.034168130000001
2018,Abril,Honduras,Planos,13.075046880000002
2018,Abril,Honduras,Tubos Sin Costura,0.10656583
2018,Abril,Honduras,Laminados,26.215780840000004
2018,Abril,México,Largos,138.25900563975006
2018,Abril,México,Planos,714.6728257621498
2018,Abril,México,Tubos Sin Costura,9.525027009000002
2018,Abril,México,Laminados,862.4568584108999
2018,Abril,Panamá,Largos,19.763654009999993
2018,Abril,Panamá,Planos,4.98574071
2018,Abril,Panamá,Tubos Sin Costura,0.07898342
2018,Abril,Panamá,Laminados,24.82837813999999
2018,Abril,Paraguay,Largos,14.8490761
2018,Abril,Paraguay,Planos,38.66250121
2018,Abril,Paraguay,Tubos Sin Costura,0.12315247000000001
2018,Abril,Paraguay,Laminados,53.63472978
2018,Abril,Perú,Largos,87.0294884799999
2018,Abril,Perú,Planos,66.73447061999995
2018,Abril,Perú,Tubos Sin Costura,2.229488710000005
2018,Abril,Perú,Laminados,155.99344780999985
2018,Abril,Uruguay,Largos,3.8837528199999998
2018,Abril,Uruguay,Planos,7.308083909999996
2018,Abril,Uruguay,Tubos Sin Costura,0.21601061000000002
2018,Abril,Uruguay,Laminados,11.407847339999995
2018,Abril,Venezuela,Largos,0.033625
2018,Abril,Venezuela,Planos,1.45639
2018,Abril,Venezuela,Tubos Sin Costura,1.967401
2018,Abril,Venezuela,Laminados,3.4574160000000003
2018,Mayo,Argentina,Largos,25.500458333333324
2018,Mayo,Argentina,Planos,83.88945833333332
2018,Mayo,Argentina,Tubos Sin Costura,2.294
2018,Mayo,Argentina,Laminados,111.68391666666665
2018,Mayo,Bolivia,Largos,34.69180576000001
2018,Mayo,Bolivia,Planos,15.713462960000003
2018,Mayo,Bolivia,Tubos Sin Costura,1.43471173
2018,Mayo,Bolivia,Laminados,51.83998045000001
2018,Mayo,Brasil,Largos,44.561
2018,Mayo,Brasil,Planos,132.972
2018,Mayo,Brasil,Tubos Sin Costura,0.0
2018,Mayo,Brasil,Laminados,177.53300000000002
2018,Mayo,Chile,Largos,48.64963224875006
2018,Mayo,Chile,Planos,125.0100250487501
2018,Mayo,Chile,Tubos Sin Costura,2.3232810899999996
2018,Mayo,Chile,Laminados,175.98293838750016
2018,Mayo,Colombia,Largos,118.20140699999997
2018,Mayo,Colombia,Planos,134.90354842
2018,Mayo,Colombia,Tubos Sin Costura,18.665
2018,Mayo,Colombia,Laminados,271.76995542
2018,Mayo,Costa Rica,Largos,30.746784
2018,Mayo,Costa Rica,Planos,31.81108
2018,Mayo,Costa Rica,Tubos Sin Costura,0.127375
2018,Mayo,Costa Rica,Laminados,62.685239
2018,Mayo,Ecuador,Largos,15.039048889999998
2018,Mayo,Ecuador,Planos,75.70298992999997
2018,Mayo,Ecuador,Tubos Sin Costura,15.142709950000002
2018,Mayo,Ecuador,Laminados,105.88474876999997
2018,Mayo,El Salvador,Largos,11.977401590000003
2018,Mayo,El Salvador,Planos,21.574189280000002
2018,Mayo,El Salvador,Tubos Sin Costura,0.11277639
2018,Mayo,El Salvador,Laminados,33.664367260000006
2018,Mayo,Guatemala,Largos,20.267286
2018,Mayo,Guatemala,Planos,49.170041
2018,Mayo,Guatemala,Tubos Sin Costura,0.193193
2018,Mayo,Guatemala,Laminados,69.63051999999999
2018,Mayo,Honduras,Largos,14.744267449999997
2018,Mayo,Honduras,Planos,16.001057689999996
2018,Mayo,Honduras,Tubos Sin Costura,0.03966428999999999
2018,Mayo,Honduras,Laminados,30.784989429999992
2018,Mayo,México,Largos,144.09081847960002
2018,Mayo,México,Planos,761.8370781049
2018,Mayo,México,Tubos Sin Costura,13.842121612100014
2018,Mayo,México,Laminados,919.7700181966
2018,Mayo,Panamá,Largos,34.08921279999999
2018,Mayo,Panamá,Planos,18.211360059999997
2018,Mayo,Panamá,Tubos Sin Costura,0.22794814000000002
2018,Mayo,Panamá,Laminados,52.52852099999999
2018,Mayo,Paraguay,Largos,10.48249174
2018,Mayo,Paraguay,Planos,31.04076793
2018,Mayo,Paraguay,Tubos Sin Costura,0.7440622800000001
2018,Mayo,Paraguay,Laminados,42.26732195
2018,Mayo,Perú,Largos,66.15515151999989
2018,Mayo,Perú,Planos,61.49809778
2018,Mayo,Perú,Tubos Sin Costura,7.314639480000003
2018,Mayo,Perú,Laminados,134.9678887799999
2018,Mayo,Uruguay,Largos,3.7778582000000007
2018,Mayo,Uruguay,Planos,8.45899084
2018,Mayo,Uruguay,Tubos Sin Costura,0.13108753999999995
2018,Mayo,Uruguay,Laminados,12.36793658
2018,Mayo,Venezuela,Largos,0.028962
2018,Mayo,Venezuela,Planos,0.103295
2018,Mayo,Venezuela,Tubos Sin Costura,3.035168
2018,Mayo,Venezuela,Laminados,3.167425
2018,Junio,Argentina,Largos,30.667458333333325
2018,Junio,Argentina,Planos,51.39745833333332
2018,Junio,Argentina,Tubos Sin Costura,2.743
2018,Junio,Argentina,Laminados,84.80791666666664
2018,Junio,Bolivia,Largos,34.179364060000005
2018,Junio,Bolivia,Planos,22.328358199999997
2018,Junio,Bolivia,Tubos Sin Costura,0.30820926
2018,Junio,Bolivia,Laminados,56.81593152
2018,Junio,Brasil,Largos,53.176
2018,Junio,Brasil,Planos,152.03699999999998
2018,Junio,Brasil,Tubos Sin Costura,0.0
2018,Junio,Brasil,Laminados,205.21299999999997
2018,Junio,Chile,Largos,34.01745713875008
2018,Junio,Chile,Planos,123.79246114875005
2018,Junio,Chile,Tubos Sin Costura,4.026206699999998
2018,Junio,Chile,Laminados,161.8361249875001
2018,Junio,Colombia,Largos,93.56951049000001
2018,Junio,Colombia,Planos,107.31103449000004
2018,Junio,Colombia,Tubos Sin Costura,13.016643239999999
2018,Junio,Colombia,Laminados,213.89718822000006
2018,Junio,Costa Rica,Largos,2.164287
2018,Junio,Costa Rica,Planos,8.783134
2018,Junio,Costa Rica,Tubos Sin Costura,0.186856
2018,Junio,Costa Rica,Laminados,11.134277
2018,Junio,Ecuador,Largos,4.342485310000008
2018,Junio,Ecuador,Planos,56.70231165000001
2018,Junio,Ecuador,Tubos Sin Costura,6.717683740000003
2018,Junio,Ecuador,Laminados,67.76248070000003
2018,Junio,El Salvador,Largos,18.502662920000002
2018,Junio,El Salvador,Planos,19.708615579999996
2018,Junio,El Salvador,Tubos Sin Costura,0.11186498999999997
2018,Junio,El Salvador,Laminados,38.32314349
2018,Junio,Guatemala,Largos,14.32628
2018,Junio,Guatemala,Planos,41.146777
2018,Junio,Guatemala,Tubos Sin Costura,0.513817
2018,Junio,Guatemala,Laminados,55.986874
2018,Junio,Honduras,Largos,12.39024011
2018,Junio,Honduras,Planos,39.323399069999994
2018,Junio,Honduras,Tubos Sin Costura,0.11830358999999999
2018,Junio,Honduras,Laminados,51.83194276999999
2018,Junio,México,Largos,135.86504744080014
2018,Junio,México,Planos,637.8550790607
2018,Junio,México,Tubos Sin Costura,12.8434334675
2018,Junio,México,Laminados,786.563559969
2018,Junio,Panamá,Largos,34.61040184999999
2018,Junio,Panamá,Planos,6.964357229999999
2018,Junio,Panamá,Tubos Sin Costura,0.19601918999999998
2018,Junio,Panamá,Laminados,41.77077826999999
2018,Junio,Paraguay,Largos,11.295433290000002
2018,Junio,Paraguay,Planos,26.83298149
2018,Junio,Paraguay,Tubos Sin Costura,0.26133982
2018,Junio,Paraguay,Laminados,38.3897546
2018,Junio,Perú,Largos,77.97230541000023
2018,Junio,Perú,Planos,76.64613358000005
2018,Junio,Perú,Tubos Sin Costura,6.7674780799999965
2018,Junio,Perú,Laminados,161.3859170700003
2018,Junio,Uruguay,Largos,2.6649570199999997
2018,Junio,Uruguay,Planos,9.233898660000001
2018,Junio,Uruguay,Tubos Sin Costura,0.040798940000000006
2018,Junio,Uruguay,Laminados,11.93965462
2018,Junio,Venezuela,Largos,0.193426
2018,Junio,Venezuela,Planos,0.289429
2018,Junio,Venezuela,Tubos Sin Costura,0.198744
2018,Junio,Venezuela,Laminados,0.681599
2018,Julio,Argentina,Largos,23.723458333333326
2018,Julio,Argentina,Planos,51.056458333333325
2018,Julio,Argentina,Tubos Sin Costura,3.651
2018,Julio,Argentina,Laminados,78.43091666666665
2018,Julio,Bolivia,Largos,39.62549318000001
2018,Julio,Bolivia,Planos,13.648198630000001
2018,Julio,Bolivia,Tubos Sin Costura,0.46434534999999993
2018,Julio,Bolivia,Laminados,53.73803716000001
2018,Julio,Brasil,Largos,48.429
2018,Julio,Brasil,Planos,135.181
2018,Julio,Brasil,Tubos Sin Costura,0.0
2018,Julio,Brasil,Laminados,183.61
2018,Julio,Chile,Largos,34.76503059875006
2018,Julio,Chile,Planos,36.132366408750066
2018,Julio,Chile,Tubos Sin Costura,1.1471764000000004
2018,Julio,Chile,Laminados,72.04457340750014
2018,Julio,Colombia,Largos,96.48780821000001
2018,Julio,Colombia,Planos,112.44137986999998
2018,Julio,Colombia,Tubos Sin Costura,19.696842120000007
2018,Julio,Colombia,Laminados,228.6260302
2018,Julio,Costa Rica,Largos,19.038109
2018,Julio,Costa Rica,Planos,20.932773
2018,Julio,Costa Rica,Tubos Sin Costura,0.081228
2018,Julio,Costa Rica,Laminados,40.052110000000006
2018,Julio,Ecuador,Largos,17.01922968999999
2018,Julio,Ecuador,Planos,65.82319332000002
2018,Julio,Ecuador,Tubos Sin Costura,12.53454862999999
2018,Julio,Ecuador,Laminados,95.37697164
2018,Julio,El Salvador,Largos,11.141811939999998
2018,Julio,El Salvador,Planos,20.332814369999998
2018,Julio,El Salvador,Tubos Sin Costura,0.18858104
2018,Julio,El Salvador,Laminados,31.663207349999997
2018,Julio,Guatemala,Largos,17.864193
2018,Julio,Guatemala,Planos,32.072042
2018,Julio,Guatemala,Tubos Sin Costura,1.130717
2018,Julio,Guatemala,Laminados,51.066952
2018,Julio,Honduras,Largos,11.483539430000004
2018,Julio,Honduras,Planos,22.102246559999987
2018,Julio,Honduras,Tubos Sin Costura,0.058531650000000005
2018,Julio,Honduras,Laminados,33.64431763999999
2018,Julio,México,Largos,126.0480330438
2018,Julio,México,Planos,686.4247260938
2018,Julio,México,Tubos Sin Costura,11.217509884900005
