Año,Mes,País,Producto,Importacion
2022,Agosto,Colombia,Largos,94.99395246000002
2022,Agosto,Colombia,Planos,144.67696626999998
2022,Agosto,Colombia,Tubos Sin Costura,23.115018900000006
2022,Agosto,Colombia,Laminados,262.78593763
2022,Agosto,Costa Rica,Largos,27.46144177999996
2022,Agosto,Costa Rica,Planos,29.435425060000004
2022,Agosto,Costa Rica,Tubos Sin Costura,0.19974950999999994
2022,Agosto,Costa Rica,Laminados,57.096616349999955
2022,Agosto,Ecuador,Largos,2.8012922
2022,Agosto,Ecuador,Planos,48.469654499999955
2022,Agosto,Ecuador,Tubos Sin Costura,5.559572299999997
2022,Agosto,Ecuador,Laminados,56.83051899999995
2022,Agosto,El Salvador,Largos,15.8226263
2022,Agosto,El Salvador,Planos,17.703541700000002
2022,Agosto,El Salvador,Tubos Sin Costura,0.1473769
2022,Agosto,El Salvador,Laminados,33.673544899999996
2022,Agosto,Guatemala,Largos,27.352945
2022,Agosto,Guatemala,Planos,58.657726
2022,Agosto,Guatemala,Tubos Sin Costura,0.918635
2022,Agosto,Guatemala,Laminados,86.929306
2022,Agosto,Honduras,Largos,10.197721690000002
2022,Agosto,Honduras,Planos,42.10554228000001
2022,Agosto,Honduras,Tubos Sin Costura,0.5869719099999998
2022,Agosto,Honduras,Laminados,52.89023588000001
2022,Agosto,México,Largos,148.30839008122996
2022,Agosto,México,Planos,785.94990535913
2022,Agosto,México,Tubos Sin Costura,18.98463299173
2022,Agosto,México,Laminados,953.2429284320899
2022,Agosto,Panamá,Largos,36.462001060000006
2022,Agosto,Panamá,Planos,10.838089049999999
2022,Agosto,Panamá,Tubos Sin Costura,0.23630589000000007
2022,Agosto,Panamá,Laminados,47.536396
2022,Agosto,Paraguay,Largos,7.994704799999999
2022,Agosto,Paraguay,Planos,11.701320500000001
2022,Agosto,Paraguay,Tubos Sin Costura,0.3067462
2022,Agosto,Paraguay,Laminados,20.0027715
2022,Agosto,Perú,Largos,76.68241172000008
2022,Agosto,Perú,Planos,86.10623411000009
2022,Agosto,Perú,Tubos Sin Costura,3.389832990000003
2022,Agosto,Perú,Laminados,166.17847882000018
2022,Agosto,Uruguay,Largos,4.112514
2022,Agosto,Uruguay,Planos,6.849798
2022,Agosto,Uruguay,Tubos Sin Costura,0.181072
2022,Agosto,Uruguay,Laminados,11.143384000000001
2022,Agosto,Venezuela,Largos,0.671581
2022,Agosto,Venezuela,Planos,12.753421
2022,Agosto,Venezuela,Tubos Sin Costura,0.943196
2022,Agosto,Venezuela,Laminados,14.368198
2022,Septiembre,Argentina,Largos,15.967854166666667
2022,Septiembre,Argentina,Planos,73.17085416666667
2022,Septiembre,Argentina,Tubos Sin Costura,2.833
2022,Septiembre,Argentina,Laminados,91.97170833333334
2022,Septiembre,Bolivia,Largos,27.892796
2022,Septiembre,Bolivia,Planos,13.924636
2022,Septiembre,Bolivia,Tubos Sin Costura,1.931116
2022,Septiembre,Bolivia,Laminados,43.748548
2022,Septiembre,Brasil,Largos,58.714
2022,Septiembre,Brasil,Planos,132.202
2022,Septiembre,Brasil,Tubos Sin Costura,0.0
2022,Septiembre,Brasil,Laminados,190.916
2022,Septiembre,Chile,Largos,22.9820375900003
2022,Septiembre,Chile,Planos,140.10056908000035
2022,Septiembre,Chile,Tubos Sin Costura,5.197508620000001
2022,Septiembre,Chile,Laminados,168.28011529000065
2022,Septiembre,Colombia,Largos,51.93917790999999
2022,Septiembre,Colombia,Planos,115.92206160999997
2022,Septiembre,Colombia,Tubos Sin Costura,33.53899663000002
2022,Septiembre,Colombia,Laminados,201.40023614999998
2022,Septiembre,Costa Rica,Largos,7.174586240000001
2022,Septiembre,Costa Rica,Planos,40.604564470000035
2022,Septiembre,Costa Rica,Tubos Sin Costura,0.10939725999999976
2022,Septiembre,Costa Rica,Laminados,47.88854797000004
2022,Septiembre,Ecuador,Largos,5.612090299999998
2022,Septiembre,Ecuador,Planos,84.53808190000001
2022,Septiembre,Ecuador,Tubos Sin Costura,25.160143019999975
2022,Septiembre,Ecuador,Laminados,115.31031521999999
2022,Septiembre,El Salvador,Largos,11.388653099999996
2022,Septiembre,El Salvador,Planos,23.2885826
2022,Septiembre,El Salvador,Tubos Sin Costura,0.2873800999999999
2022,Septiembre,El Salvador,Laminados,34.9646158
2022,Septiembre,Guatemala,Largos,25.589825
2022,Septiembre,Guatemala,Planos,43.121759
2022,Septiembre,Guatemala,Tubos Sin Costura,0.192034
2022,Septiembre,Guatemala,Laminados,68.90361800000001
2022,Septiembre,Honduras,Largos,22.07595207
2022,Septiembre,Honduras,Planos,43.06821891
2022,Septiembre,Honduras,Tubos Sin Costura,0.15851087000000003
2022,Septiembre,Honduras,Laminados,65.30268185
2022,Septiembre,México,Largos,130.69965967375998
2022,Septiembre,México,Planos,622.87330952424
2022,Septiembre,México,Tubos Sin Costura,10.267740519990001
2022,Septiembre,México,Laminados,763.84070971799
2022,Septiembre,Panamá,Largos,11.274410999999999
2022,Septiembre,Panamá,Planos,11.46642973
2022,Septiembre,Panamá,Tubos Sin Costura,0.2984719400000001
2022,Septiembre,Panamá,Laminados,23.039312669999997
2022,Septiembre,Paraguay,Largos,8.305587999999998
2022,Septiembre,Paraguay,Planos,11.852324000000001
2022,Septiembre,Paraguay,Tubos Sin Costura,0.1781185
2022,Septiembre,Paraguay,Laminados,20.3360305
2022,Septiembre,Perú,Largos,80.03926836000007
2022,Septiembre,Perú,Planos,82.75009859999996
2022,Septiembre,Perú,Tubos Sin Costura,6.744536350000008
2022,Septiembre,Perú,Laminados,169.53390331000003
2022,Septiembre,Uruguay,Largos,4.397962
2022,Septiembre,Uruguay,Planos,6.646564
2022,Septiembre,Uruguay,Tubos Sin Costura,0.195024
2022,Septiembre,Uruguay,Laminados,11.23955
2022,Septiembre,Venezuela,Largos,2.596775
2022,Septiembre,Venezuela,Planos,7.306211
2022,Septiembre,Venezuela,Tubos Sin Costura,0.444511
2022,Septiembre,Venezuela,Laminados,10.347497
2022,Octubre,Argentina,Largos,12.306854166666668
2022,Octubre,Argentina,Planos,49.798854166666665
2022,Octubre,Argentina,Tubos Sin Costura,1.067
2022,Octubre,Argentina,Laminados,63.17270833333333
2022,Octubre,Bolivia,Largos,25.767918248333338
2022,Octubre,Bolivia,Planos,12.398074711666666
2022,Octubre,Bolivia,Tubos Sin Costura,0.7263740150000001
2022,Octubre,Bolivia,Laminados,38.892366975
2022,Octubre,Brasil,Largos,79.349
2022,Octubre,Brasil,Planos,197.489
2022,Octubre,Brasil,Tubos Sin Costura,0.0
2022,Octubre,Brasil,Laminados,276.838
2022,Octubre,Chile,Largos,20.594966267166818
2022,Octubre,Chile,Planos,70.60886420716685
2022,Octubre,Chile,Tubos Sin Costura,1.8343606100000003
2022,Octubre,Chile,Laminados,93.03819108433368
2022,Octubre,Colombia,Largos,52.634
2022,Octubre,Colombia,Planos,106.56963019
2022,Octubre,Colombia,Tubos Sin Costura,21.76012199000001
2022,Octubre,Colombia,Laminados,180.96375218000003
2022,Octubre,Costa Rica,Largos,5.539256460000001
2022,Octubre,Costa Rica,Planos,32.24584527999999
2022,Octubre,Costa Rica,Tubos Sin Costura,0.2056644600000001
2022,Octubre,Costa Rica,Laminados,37.99076619999999
2022,Octubre,Ecuador,Largos,11.018958000000001
2022,Octubre,Ecuador,Planos,50.47540447999999
2022,Octubre,Ecuador,Tubos Sin Costura,7.648611209999986
2022,Octubre,Ecuador,Laminados,69.14297368999998
2022,Octubre,El Salvador,Largos,8.7968522
2022,Octubre,El Salvador,Planos,14.541418199999999
2022,Octubre,El Salvador,Tubos Sin Costura,0.05992250000000001
2022,Octubre,El Salvador,Laminados,23.398192899999998
2022,Octubre,Guatemala,Largos,23.560885
2022,Octubre,Guatemala,Planos,24.734497
2022,Octubre,Guatemala,Tubos Sin Costura,0.14967
2022,Octubre,Guatemala,Laminados,48.445052000000004
2022,Octubre,Honduras,Largos,15.678417809999997
2022,Octubre,Honduras,Planos,17.48474571
2022,Octubre,Honduras,Tubos Sin Costura,0.12085829999999997
2022,Octubre,Honduras,Laminados,33.28402182
2022,Octubre,México,Largos,166.64854658949
2022,Octubre,México,Planos,624.11413725435
2022,Octubre,México,Tubos Sin Costura,13.91270968898
2022,Octubre,México,Laminados,804.6753935328201
2022,Octubre,Panamá,Largos,22.455790930000003
2022,Octubre,Panamá,Planos,10.66320748
2022,Octubre,Panamá,Tubos Sin Costura,0.49929006000000004
2022,Octubre,Panamá,Laminados,33.61828847
2022,Octubre,Paraguay,Largos,7.292921999999999
2022,Octubre,Paraguay,Planos,9.883708099999998
2022,Octubre,Paraguay,Tubos Sin Costura,0.16790440000000004
2022,Octubre,Paraguay,Laminados,17.344534499999998
2022,Octubre,Perú,Largos,96.68001450000031
2022,Octubre,Perú,Planos,81.04804383000004
2022,Octubre,Perú,Tubos Sin Costura,5.291750360000005
2022,Octubre,Perú,Laminados,183.01980869000036
2022,Octubre,Uruguay,Largos,4.413612
2022,Octubre,Uruguay,Planos,7.741869
2022,Octubre,Uruguay,Tubos Sin Costura,0.103727
2022,Octubre,Uruguay,Laminados,12.259208
2022,Octubre,Venezuela,Largos,2.770293
2022,Octubre,Venezuela,Planos,8.618682
2022,Octubre,Venezuela,Tubos Sin Costura,0.554497
2022,Octubre,Venezuela,Laminados,11.943472
2022,Noviembre,Argentina,Largos,23.594854166666668
2022,Noviembre,Argentina,Planos,53.341854166666664
2022,Noviembre,Argentina,Tubos Sin Costura,2.48
2022,Noviembre,Argentina,Laminados,79.41670833333333
2022,Noviembre,Bolivia,Largos,23.88021405578611
2022,Noviembre,Bolivia,Planos,11.960976903080557
2022,Noviembre,Bolivia,Tubos Sin Costura,0.8402760908416668
2022,Noviembre,Bolivia,Laminados,36.68146704970833
2022,Noviembre,Brasil,Largos,58.733
2022,Noviembre,Brasil,Planos,174.248
2022,Noviembre,Brasil,Tubos Sin Costura,0.0
2022,Noviembre,Brasil,Laminados,232.981
2022,Noviembre,Chile,Largos,12.536591377166825
2022,Noviembre,Chile,Planos,75.72322153716681
2022,Noviembre,Chile,Tubos Sin Costura,2.7813384600000006
2022,Noviembre,Chile,Laminados,91.04115137433364
2022,Noviembre,Colombia,Largos,38.00919811999999
2022,Noviembre,Colombia,Planos,105.02440412000001
2022,Noviembre,Colombia,Tubos Sin Costura,20.67592252
2022,Noviembre,Colombia,Laminados,163.70952476
2022,Noviembre,Costa Rica,Largos,2.2001546
2022,Noviembre,Costa Rica,Planos,20.213279100000005
2022,Noviembre,Costa Rica,Tubos Sin Costura,0.08364525000000009
2022,Noviembre,Costa Rica,Laminados,22.497078950000006
2022,Noviembre,Ecuador,Largos,3.4487464999999977
2022,Noviembre,Ecuador,Planos,80.85347701000003
2022,Noviembre,Ecuador,Tubos Sin Costura,8.773393679999996
2022,Noviembre,Ecuador,Laminados,93.07561719000003
2022,Noviembre,El Salvador,Largos,15.5516344
2022,Noviembre,El Salvador,Planos,12.725872599999999
2022,Noviembre,El Salvador,Tubos Sin Costura,0.27641309999999997
2022,Noviembre,El Salvador,Laminados,28.5539201
2022,Noviembre,Guatemala,Largos,14.86684
2022,Noviembre,Guatemala,Planos,40.554463
2022,Noviembre,Guatemala,Tubos Sin Costura,0.620986
2022,Noviembre,Guatemala,Laminados,56.042289
2022,Noviembre,Honduras,Largos,13.620727889999998
2022,Noviembre,Honduras,Planos,5.1855940899999995
2022,Noviembre,Honduras,Tubos Sin Costura,0.32076150000000003
2022,Noviembre,Honduras,Laminados,19.127083479999996
2022,Noviembre,México,Largos,149.72868894698
2022,Noviembre,México,Planos,600.7720407043801
2022,Noviembre,México,Tubos Sin Costura,14.509067822299999
2022,Noviembre,México,Laminados,765.0097974736601
2022,Noviembre,Panamá,Largos,20.517686
2022,Noviembre,Panamá,Planos,9.644702
2022,Noviembre,Panamá,Tubos Sin Costura,0.242186
2022,Noviembre,Panamá,Laminados,30.404574
2022,Noviembre,Paraguay,Largos,6.1398008
2022,Noviembre,Paraguay,Planos,16.1865928
2022,Noviembre,Paraguay,Tubos Sin Costura,0.1853183
2022,Noviembre,Paraguay,Laminados,22.511711899999998
2022,Noviembre,Perú,Largos,62.81078680000025
2022,Noviembre,Perú,Planos,59.47436160000006
2022,Noviembre,Perú,Tubos Sin Costura,3.3576043699999993
2022,Noviembre,Perú,Laminados,125.64275277000031
2022,Noviembre,Uruguay,Largos,3.232591
2022,Noviembre,Uruguay,Planos,7.703621
2022,Noviembre,Uruguay,Tubos Sin Costura,0.117163
2022,Noviembre,Uruguay,Laminados,11.053375
2022,Noviembre,Venezuela,Largos,1.027879
2022,Noviembre,Venezuela,Planos,7.114623
2022,Noviembre,Venezuela,Tubos Sin Costura,0.617628
2022,Noviembre,Venezuela,Laminados,8.76013
2022,Diciembre,Argentina,Largos,19.681854166666668
2022,Diciembre,Argentina,Planos,58.191854166666666
2022,Diciembre,Argentina,Tubos Sin Costura,3.286
2022,Diciembre,Argentina,Laminados,81.15970833333333
2022,Diciembre,Bolivia,Largos,21.582225044646577
2022,Diciembre,Bolivia,Planos,10.655626386104643
2022,Diciembre,Bolivia,Tubos Sin Costura,0.9735448994592639
2022,Diciembre,Bolivia,Laminados,33.21139633021048
2022,Diciembre,Brasil,Largos,66.524
2022,Diciembre,Brasil,Planos,192.522
2022,Diciembre,Brasil,Tubos Sin Costura,0.0
2022,Diciembre,Brasil,Laminados,259.046
2022,Diciembre,Chile,Largos,11.151375987166823
2022,Diciembre,Chile,Planos,86.79553562716681
2022,Diciembre,Chile,Tubos Sin Costura,3.23636233
2022,Diciembre,Chile,Laminados,101.18327394433364
2022,Diciembre,Colombia,Largos,44.46159194
2022,Diciembre,Colombia,Planos,101.46232370999999
2022,Diciembre,Colombia,Tubos Sin Costura,33.04481580000001
2022,Diciembre,Colombia,Laminados,178.96873145
2022,Diciembre,Costa Rica,Largos,9.95119902
2022,Diciembre,Costa Rica,Planos,23.29201789999999
2022,Diciembre,Costa Rica,Tubos Sin Costura,0.11125200999999947
2022,Diciembre,Costa Rica,Laminados,33.354468929999996
2022,Diciembre,Ecuador,Largos,3.945097600000001
2022,Diciembre,Ecuador,Planos,60.58403029999998
2022,Diciembre,Ecuador,Tubos Sin Costura,11.491632760000016
2022,Diciembre,Ecuador,Laminados,76.02076066
2022,Diciembre,El Salvador,Largos,10.127322850000002
2022,Diciembre,El Salvador,Planos,14.189121759999999
2022,Diciembre,El Salvador,Tubos Sin Costura,0.09228577
2022,Diciembre,El Salvador,Laminados,24.40873038
2022,Diciembre,Guatemala,Largos,16.835432
2022,Diciembre,Guatemala,Planos,44.436206
2022,Diciembre,Guatemala,Tubos Sin Costura,1.273975
2022,Diciembre,Guatemala,Laminados,62.545612999999996
2022,Diciembre,Honduras,Largos,18.246035140000004
2022,Diciembre,Honduras,Planos,12.15696938
2022,Diciembre,Honduras,Tubos Sin Costura,0.10270287999999997
2022,Diciembre,Honduras,Laminados,30.505707400000002
2022,Diciembre,México,Largos,153.94337368429998
2022,Diciembre,México,Planos,621.27960159961
2022,Diciembre,México,Tubos Sin Costura,15.6392502006
2022,Diciembre,México,Laminados,790.8622254845101
2022,Diciembre,Panamá,Largos,29.115197
2022,Diciembre,Panamá,Planos,10.286747
2022,Diciembre,Panamá,Tubos Sin Costura,0.974718
2022,Diciembre,Panamá,Laminados,40.376662
2022,Diciembre,Paraguay,Largos,8.174365199999999
2022,Diciembre,Paraguay,Planos,11.979856600000002
2022,Diciembre,Paraguay,Tubos Sin Costura,0.1262767
2022,Diciembre,Paraguay,Laminados,20.2804985
2022,Diciembre,Perú,Largos,77.49166677999983
2022,Diciembre,Perú,Planos,56.63339695999999
2022,Diciembre,Perú,Tubos Sin Costura,6.150030269999998
2022,Diciembre,Perú,Laminados,140.27509400999983
2022,Diciembre,Uruguay,Largos,3.74266
2022,Diciembre,Uruguay,Planos,7.804063
2022,Diciembre,Uruguay,Tubos Sin Costura,0.187059
2022,Diciembre,Uruguay,Laminados,11.733782
2022,Diciembre,Venezuela,Largos,1.104254
2022,Diciembre,Venezuela,Planos,4.893527
2022,Diciembre,Venezuela,Tubos Sin Costura,0.54058
2022,Diciembre,Venezuela,Laminados,6.538361
2021,Enero,Argentina,Largos,32.791
2021,Enero,Argentina,Planos,64.309
2021,Enero,Argentina,Tubos Sin Costura,1.637
2021,Enero,Argentina,Laminados,98.737
2021,Enero,Bolivia,Largos,33.010263
2021,Enero,Bolivia,Planos,6.586782
2021,Enero,Bolivia,Tubos Sin Costura,0.42963
2021,Enero,Bolivia,Laminados,40.026675000000004
2021,Enero,Brasil,Largos,53.984
2021,Enero,Brasil,Planos,188.595
2021,Enero,Brasil,Tubos Sin Costura,0.0
2021,Enero,Brasil,Laminados,242.579
2021,Enero,Chile,Largos,36.21034382958349
2021,Enero,Chile,Planos,140.35833269958349
2021,Enero,Chile,Tubos Sin Costura,2.17477485
2021,Enero,Chile,Laminados,178.74345137916697
2021,Enero,Colombia,Largos,76.09979141
2021,Enero,Colombia,Planos,113.16312884000001
2021,Enero,Colombia,Tubos Sin Costura,12.201564259999987
2021,Enero,Colombia,Laminados,201.46448451
2021,Enero,Costa Rica,Largos,5.410499
2021,Enero,Costa Rica,Planos,28.46417
2021,Enero,Costa Rica,Tubos Sin Costura,0.696584
2021,Enero,Costa Rica,Laminados,34.571253
2021,Enero,Ecuador,Largos,6.93598
2021,Enero,Ecuador,Planos,94.71807
2021,Enero,Ecuador,Tubos Sin Costura,2.842089
2021,Enero,Ecuador,Laminados,104.496139
2021,Enero,El Salvador,Largos,17.53106
2021,Enero,El Salvador,Planos,26.69919
2021,Enero,El Salvador,Tubos Sin Costura,0.062441
2021,Enero,El Salvador,Laminados,44.292691
2021,Enero,Guatemala,Largos,41.086318
2021,Enero,Guatemala,Planos,48.256524
2021,Enero,Guatemala,Tubos Sin Costura,0.645263
2021,Enero,Guatemala,Laminados,89.98810499999999
2021,Enero,Honduras,Largos,8.230913
2021,Enero,Honduras,Planos,33.90974
2021,Enero,Honduras,Tubos Sin Costura,0.47115
2021,Enero,Honduras,Laminados,42.611803
2021,Enero,México,Largos,101.78187475427
2021,Enero,México,Planos,680.88044745817
2021,Enero,México,Tubos Sin Costura,13.67171843318
2021,Enero,México,Laminados,796.33404064562
2021,Enero,Panamá,Largos,5.812259
2021,Enero,Panamá,Planos,6.322642
2021,Enero,Panamá,Tubos Sin Costura,0.151289
2021,Enero,Panamá,Laminados,12.28619
2021,Enero,Paraguay,Largos,10.920103
2021,Enero,Paraguay,Planos,18.28197
2021,Enero,Paraguay,Tubos Sin Costura,0.23578
2021,Enero,Paraguay,Laminados,29.437852999999997
2021,Enero,Perú,Largos,79.81904
2021,Enero,Perú,Planos,93.52262
2021,Enero,Perú,Tubos Sin Costura,2.612346
2021,Enero,Perú,Laminados,175.954006
2021,Enero,Uruguay,Largos,9.601398
2021,Enero,Uruguay,Planos,7.043492
2021,Enero,Uruguay,Tubos Sin Costura,0.121297
2021,Enero,Uruguay,Laminados,16.766187
2021,Enero,Venezuela,Largos,0.123037
2021,Enero,Venezuela,Planos,0.755607
2021,Enero,Venezuela,Tubos Sin Costura,0.060953
2021,Enero,Venezuela,Laminados,0.939597
2021,Febrero,Argentina,Largos,27.841
2021,Febrero,Argentina,Planos,54.369
2021,Febrero,Argentina,Tubos Sin Costura,1.134
2021,Febrero,Argentina,Laminados,83.34400000000001
2021,Febrero,Bolivia,Largos,40.657893
2021,Febrero,Bolivia,Planos,13.444288
2021,Febrero,Bolivia,Tubos Sin Costura,0.39316
2021,Febrero,Bolivia,Laminados,54.495341
2021,Febrero,Brasil,Largos,76.801
2021,Febrero,Brasil,Planos,122.933
2021,Febrero,Brasil,Tubos Sin Costura,0.0
2021,Febrero,Brasil,Laminados,199.734
2021,Febrero,Chile,Largos,82.11945054958352
2021,Febrero,Chile,Planos,126.12377015958353
2021,Febrero,Chile,Tubos Sin Costura,2.5686846599999993
2021,Febrero,Chile,Laminados,210.81190536916705
2021,Febrero,Colombia,Largos,50.73930261
2021,Febrero,Colombia,Planos,107.91078825000001
2021,Febrero,Colombia,Tubos Sin Costura,12.449087599999979
2021,Febrero,Colombia,Laminados,171.09917846
2021,Febrero,Costa Rica,Largos,13.52365
2021,Febrero,Costa Rica,Planos,25.01333
2021,Febrero,Costa Rica,Tubos Sin Costura,0.136742
2021,Febrero,Costa Rica,Laminados,38.673722
2021,Febrero,Ecuador,Largos,4.847902
2021,Febrero,Ecuador,Planos,57.66289
2021,Febrero,Ecuador,Tubos Sin Costura,2.564685
2021,Febrero,Ecuador,Laminados,65.07547699999999
2021,Febrero,El Salvador,Largos,15.70563
2021,Febrero,El Salvador,Planos,14.81912
2021,Febrero,El Salvador,Tubos Sin Costura,0.135105
2021,Febrero,El Salvador,Laminados,30.659854999999997
2021,Febrero,Guatemala,Largos,19.239699
2021,Febrero,Guatemala,Planos,55.184868
2021,Febrero,Guatemala,Tubos Sin Costura,0.65188
2021,Febrero,Guatemala,Laminados,75.076447
2021,Febrero,Honduras,Largos,10.33081
2021,Febrero,Honduras,Planos,31.84771
2021,Febrero,Honduras,Tubos Sin Costura,0.172213
2021,Febrero,Honduras,Laminados,42.350733
2021,Febrero,México,Largos,137.11487321124002
2021,Febrero,México,Planos,632.5451662482001
2021,Febrero,México,Tubos Sin Costura,13.77816784172
2021,Febrero,México,Laminados,783.4382073011601
2021,Febrero,Panamá,Largos,1.876471
2021,Febrero,Panamá,Planos,13.51459
2021,Febrero,Panamá,Tubos Sin Costura,0.253306
2021,Febrero,Panamá,Laminados,15.644367
2021,Febrero,Paraguay,Largos,12.523954
2021,Febrero,Paraguay,Planos,24.878333
2021,Febrero,Paraguay,Tubos Sin Costura,0.173094
2021,Febrero,Paraguay,Laminados,37.575381
2021,Febrero,Perú,Largos,47.12137
2021,Febrero,Perú,Planos,98.51437
2021,Febrero,Perú,Tubos Sin Costura,2.616823
2021,Febrero,Perú,Laminados,148.252563
2021,Febrero,Uruguay,Largos,5.159003
2021,Febrero,Uruguay,Planos,8.404489
2021,Febrero,Uruguay,Tubos Sin Costura,0.128373
2021,Febrero,Uruguay,Laminados,13.691865
2021,Febrero,Venezuela,Largos,2.711885
2021,Febrero,Venezuela,Planos,0.656191
2021,Febrero,Venezuela,Tubos Sin Costura,0.071448
2021,Febrero,Venezuela,Laminados,3.4395240000000005
2021,Marzo,Argentina,Largos,19.859
2021,Marzo,Argentina,Planos,37.856
2021,Marzo,Argentina,Tubos Sin Costura,1.725
2021,Marzo,Argentina,Laminados,59.440000000000005
2021,Marzo,Bolivia,Largos,40.251195
2021,Marzo,Bolivia,Planos,22.44791
2021,Marzo,Bolivia,Tubos Sin Costura,0.807291
2021,Marzo,Bolivia,Laminados,63.506396
2021,Marzo,Brasil,Largos,110.327
2021,Marzo,Brasil,Planos,166.709
2021,Marzo,Brasil,Tubos Sin Costura,0.0
2021,Marzo,Brasil,Laminados,277.036
2021,Marzo,Chile,Largos,17.01748956958351
2021,Marzo,Chile,Planos,153.51985927958353
2021,Marzo,Chile,Tubos Sin Costura,2.98712636
2021,Marzo,Chile,Laminados,173.52447520916704
2021,Marzo,Colombia,Largos,60.61478694
2021,Marzo,Colombia,Planos,145.98963585
2021,Marzo,Colombia,Tubos Sin Costura,10.543564809999989
2021,Marzo,Colombia,Laminados,217.1479876
2021,Marzo,Costa Rica,Largos,4.447899
2021,Marzo,Costa Rica,Planos,13.62481
2021,Marzo,Costa Rica,Tubos Sin Costura,0.123033
2021,Marzo,Costa Rica,Laminados,18.195742
2021,Marzo,Ecuador,Largos,11.57485
2021,Marzo,Ecuador,Planos,81.43771
2021,Marzo,Ecuador,Tubos Sin Costura,2.894272
2021,Marzo,Ecuador,Laminados,95.906832
2021,Marzo,El Salvador,Largos,17.62022
2021,Marzo,El Salvador,Planos,18.14079
2021,Marzo,El Salvador,Tubos Sin Costura,0.045552
2021,Marzo,El Salvador,Laminados,35.806562
2021,Marzo,Guatemala,Largos,13.414163
2021,Marzo,Guatemala,Planos,28.006892
2021,Marzo,Guatemala,Tubos Sin Costura,0.080835
2021,Marzo,Guatemala,Laminados,41.50189
2021,Marzo,Honduras,Largos,10.20369
2021,Marzo,Honduras,Planos,55.53856
2021,Marzo,Honduras,Tubos Sin Costura,0.056062
2021,Marzo,Honduras,Laminados,65.798312
2021,Marzo,México,Largos,130.17874505425
2021,Marzo,México,Planos,943.73478190465
2021,Marzo,México,Tubos Sin Costura,12.25976317193
2021,Marzo,México,Laminados,1086.17329013083
2021,Marzo,Panamá,Largos,2.702417
2021,Marzo,Panamá,Planos,2.880858
2021,Marzo,Panamá,Tubos Sin Costura,0.036359
2021,Marzo,Panamá,Laminados,5.6196340000000005
2021,Marzo,Paraguay,Largos,14.3616925
2021,Marzo,Paraguay,Planos,20.409523299999996
2021,Marzo,Paraguay,Tubos Sin Costura,0.1722319
2021,Marzo,Paraguay,Laminados,34.94344769999999
2021,Marzo,Perú,Largos,147.0242
2021,Marzo,Perú,Planos,59.75668
2021,Marzo,Perú,Tubos Sin Costura,3.792954
2021,Marzo,Perú,Laminados,210.57383400000003
2021,Marzo,Uruguay,Largos,13.89254
2021,Marzo,Uruguay,Planos,7.865158
2021,Marzo,Uruguay,Tubos Sin Costura,0.11321
2021,Marzo,Uruguay,Laminados,21.870908
2021,Marzo,Venezuela,Largos,0.239521
2021,Marzo,Venezuela,Planos,0.637607
2021,Marzo,Venezuela,Tubos Sin Costura,0.013293
2021,Marzo,Venezuela,Laminados,0.890421
2021,Abril,Argentina,Largos,27.571
2021,Abril,Argentina,Planos,46.472
2021,Abril,Argentina,Tubos Sin Costura,1.266
2021,Abril,Argentina,Laminados,75.30900000000001
2021,Abril,Bolivia,Largos,31.316243
2021,Abril,Bolivia,Planos,12.891879
2021,Abril,Bolivia,Tubos Sin Costura,0.117594
2021,Abril,Bolivia,Laminados,44.325716
2021,Abril,Brasil,Largos,82.859
2021,Abril,Brasil,Planos,154.933
2021,Abril,Brasil,Tubos Sin Costura,0.0
2021,Abril,Brasil,Laminados,237.79199999999997
2021,Abril,Chile,Largos,42.75387089958351
2021,Abril,Chile,Planos,166.64892428958356
2021,Abril,Chile,Tubos Sin Costura,2.5760958800000004
2021,Abril,Chile,Laminados,211.97889106916708
2021,Abril,Colombia,Largos,76.89720299999998
2021,Abril,Colombia,Planos,115.08663148999999
2021,Abril,Colombia,Tubos Sin Costura,9.186794399999998
2021,Abril,Colombia,Laminados,201.17062888999996
2021,Abril,Costa Rica,Largos,16.11177
2021,Abril,Costa Rica,Planos,41.29295
2021,Abril,Costa Rica,Tubos Sin Costura,0.04816
2021,Abril,Costa Rica,Laminados,57.45288
2021,Abril,Ecuador,Largos,1.610961
2021,Abril,Ecuador,Planos,54.73433
2021,Abril,Ecuador,Tubos Sin Costura,3.580076
2021,Abril,Ecuador,Laminados,59.925367
2021,Abril,El Salvador,Largos,18.64282
2021,Abril,El Salvador,Planos,39.37532
2021,Abril,El Salvador,Tubos Sin Costura,0.172392
2021,Abril,El Salvador,Laminados,58.190532000000005
2021,Abril,Guatemala,Largos,43.635741
2021,Abril,Guatemala,Planos,67.626683
2021,Abril,Guatemala,Tubos Sin Costura,0.388068
2021,Abril,Guatemala,Laminados,111.65049200000001
2021,Abril,Honduras,Largos,10.12414
2021,Abril,Honduras,Planos,25.61277
2021,Abril,Honduras,Tubos Sin Costura,0.167871
2021,Abril,Honduras,Laminados,35.904781
2021,Abril,México,Largos,137.56728056985997
2021,Abril,México,Planos,912.8725473395299
2021,Abril,México,Tubos Sin Costura,11.604955953520001
2021,Abril,México,Laminados,1062.0447838629098
2021,Abril,Panamá,Largos,15.25388
2021,Abril,Panamá,Planos,15.43838
2021,Abril,Panamá,Tubos Sin Costura,0.235538
2021,Abril,Panamá,Laminados,30.927798
