,consumo_laminados_guatemala,prod_laminados_cuba,consumo_largos_república_dominicana,consumo_laminados_chile,impo_laminados_el_salvador,PRECIO_TERMINADOS_platePlacaDeHoja,precio_Chicago - Shredded Auto,prod_laminados_brasil,consumo_tubos sin costura_ecuador,consumo_laminados_argentina,impo_laminados_honduras,consumo_laminados_venezuela,CNA_Planchón,CNA_PLANOS,Fecha
60,96.15236336936192,9.44620954449408,42.47733125862628,191.27555880999992,37.51302846,71.0,415.0,1837.123,5.217307699999993,476.06291142430894,17.87940003,11.67939887482996,656792.890153,1322042.12435755,2023-01
61,58.50707601625344,8.396630706216959,45.051714971270286,155.11949036999968,34.76946601,71.0,445.0,1769.962,12.739262589999976,361.92391142430887,60.84287638000001,12.33842911663529,652203.44706494,1303916.69052795,2023-02
62,103.55369382945946,7.34705186793984,46.33890682759229,210.0246248999992,21.65124017,75.375,510.0,1874.099,9.244230510000026,470.8869114243089,65.78765173999999,21.726091867570283,674165.6730881,1553233.0009413,2023-03
63,66.1372092481266,7.2537224115290115,34.41927214870306,221.23143826999984,36.30248418000001,77.0,510.0,1921.1240000000005,5.261982589999997,443.2091884963089,39.62952493000001,10.20428580654336,626597.4648314,1419209.82010772,2023-04
64,94.04315833244294,7.2537224115290115,32.88280607107631,174.82612048,39.958389180000005,77.8,475.0,1895.671,11.070079709999993,435.841188496309,94.80996601,17.217571952804924,673812.3646155399,1567482.4807664598,2023-05
65,98.8609798029526,7.49551315857998,35.984576264295576,158.09832388999982,40.38015942999999,76.0,415.0,1621.779,7.290661250000002,430.5761884963089,29.35018661000001,13.14394185778085,735118.443595,1542009.8652553398,2023-06
66,96.8133224768179,8.865660725202126,40.05465913979809,215.2590915299987,42.48778952,75.0,395.0,1925.452,11.336780589999975,403.9736021140016,61.80073256000001,17.52930377276033,628041.9494072,1667432.63797611,2023-07
67,103.38164282453276,8.865660725202126,40.44326689553909,198.5420486499993,47.61065606,74.9,395.0,1881.516,6.291640600000009,439.9805861140015,44.40893855,11.951458641873648,701043.43543299,1670716.98829867,2023-08
68,102.00951864954472,7.2537224115290115,38.24578333150925,203.30220605999983,23.802020459999994,74.125,395.0,1832.501,2.2745431000000007,400.7445861140016,72.47889738000002,21.73874553193386,687164.3953515999,1574721.88072733,2023-09
69,133.28264512458068,8.059691568365569,37.15746885896528,153.02253521000003,57.96158892,71.1,385.0,1823.862,9.00070775,447.92307551719387,47.20003411,24.216103054842872,571398.1326946,1638523.27081264,2023-10
70,80.50770517450879,8.865660725202126,39.34056483110859,217.98290411000005,22.549940270000004,66.75,405.0,1814.418,7.859500000000003,407.26707551719386,42.480030699,16.751231940212225,683119.93716389,1502093.51852314,2023-11
71,106.9039693494968,8.865660725202126,34.97062701231014,176.71162056999964,37.57922255,66.0,465.0,1653.117,8.800840010000002,268.1210755171939,42.480030699,13.813781211081054,734369.6034498,1420700.1400407,2023-12
