Año,Mes,País,Producto,Consumo
2023,Marzo,El Salvador,Planos,6.003252099999998
2023,Marzo,El Salvador,Tubos Sin Costura,0.18592933999999997
2023,Marzo,El Salvador,Laminados,13.00991894970254
2023,Marzo,Guatemala,Largos,51.46671182945946
2023,Marzo,Guatemala,Planos,51.320479999999996
2023,Marzo,Guatemala,Tubos Sin Costura,0.766502
2023,Marzo,Guatemala,Laminados,103.55369382945946
2023,Marzo,Honduras,Largos,25.675412860000005
2023,Marzo,Honduras,Planos,30.38957670999999
2023,Marzo,Honduras,Tubos Sin Costura,0.11636562999999998
2023,Marzo,Honduras,Laminados,56.18135519999999
2023,Marzo,México,Largos,895.42500196817
2023,Marzo,México,Planos,1553.2337101613
2023,Marzo,México,Tubos Sin Costura,34.55621736780999
2023,Marzo,México,Laminados,2483.21492949728
2023,Marzo,Panamá,Largos,22.004031
2023,Marzo,Panamá,Planos,9.191707
2023,Marzo,Panamá,Tubos Sin Costura,0.193518
2023,Marzo,Panamá,Laminados,31.389256
2023,Marzo,Paraguay,Largos,8.099601272846336
2023,Marzo,Paraguay,Planos,17.168106600000005
2023,Marzo,Paraguay,Tubos Sin Costura,0.1253217
2023,Marzo,Paraguay,Laminados,25.39302957284634
2023,Marzo,Perú,Largos,237.864159863405
2023,Marzo,Perú,Planos,84.66792145529833
2023,Marzo,Perú,Tubos Sin Costura,6.665010619999997
2023,Marzo,Perú,Laminados,329.1970919387033
2023,Marzo,República Dominicana,Largos,46.33890682759229
2023,Marzo,República Dominicana,Planos,5.590719055329591
2023,Marzo,República Dominicana,Tubos Sin Costura,0.0
2023,Marzo,República Dominicana,Laminados,51.92962588292188
2023,Marzo,Uruguay,Largos,9.471625664610817
2023,Marzo,Uruguay,Planos,5.8733569999999995
2023,Marzo,Uruguay,Tubos Sin Costura,0.080387
2023,Marzo,Uruguay,Laminados,15.425369664610818
2023,Marzo,Venezuela,Largos,8.091680867570282
2023,Marzo,Venezuela,Planos,12.733713
2023,Marzo,Venezuela,Tubos Sin Costura,0.900698
2023,Marzo,Venezuela,Laminados,21.726091867570283
2023,Abril,Argentina,Largos,140.1520525814878
2023,Abril,Argentina,Planos,269.7720525814878
2023,Abril,Argentina,Tubos Sin Costura,33.28508333333334
2023,Abril,Argentina,Laminados,443.2091884963089
2023,Abril,Bolivia,Largos,35.800579000000006
2023,Abril,Bolivia,Planos,22.018481100000002
2023,Abril,Bolivia,Tubos Sin Costura,0.356626
2023,Abril,Bolivia,Laminados,58.17568610000001
2023,Abril,Brasil,Largos,794.998
2023,Abril,Brasil,Planos,1113.504
2023,Abril,Brasil,Tubos Sin Costura,0.0
2023,Abril,Brasil,Laminados,1908.502
2023,Abril,Chile,Largos,96.37352274999984
2023,Abril,Chile,Planos,122.53370426000001
2023,Abril,Chile,Tubos Sin Costura,2.3242112599999993
2023,Abril,Chile,Laminados,221.23143826999984
2023,Abril,Colombia,Largos,175.56929965999998
2023,Abril,Colombia,Planos,147.16322038
2023,Abril,Colombia,Tubos Sin Costura,14.507944800000002
2023,Abril,Colombia,Laminados,337.24046484
2023,Abril,Costa Rica,Largos,25.141725059925456
2023,Abril,Costa Rica,Planos,21.1704426
2023,Abril,Costa Rica,Tubos Sin Costura,0.0635116399999997
2023,Abril,Costa Rica,Laminados,46.37567929992546
2023,Abril,Ecuador,Largos,71.9073010431016
2023,Abril,Ecuador,Planos,120.34561570000002
2023,Abril,Ecuador,Tubos Sin Costura,5.261982589999997
2023,Abril,Ecuador,Laminados,197.51489933310162
2023,Abril,El Salvador,Largos,9.019421725670863
2023,Abril,El Salvador,Planos,20.532374110000003
2023,Abril,El Salvador,Tubos Sin Costura,0.13968438
2023,Abril,El Salvador,Laminados,29.691480215670865
2023,Abril,Guatemala,Largos,36.96024924812659
2023,Abril,Guatemala,Planos,28.486747
2023,Abril,Guatemala,Tubos Sin Costura,0.690213
2023,Abril,Guatemala,Laminados,66.1372092481266
2023,Abril,Honduras,Largos,14.31571327
2023,Abril,Honduras,Planos,15.871711550000011
2023,Abril,Honduras,Tubos Sin Costura,0.15232279
2023,Abril,Honduras,Laminados,30.33974761000001
2023,Abril,México,Largos,843.3981918851799
2023,Abril,México,Planos,1419.21052932772
2023,Abril,México,Tubos Sin Costura,30.714606885120006
2023,Abril,México,Laminados,2293.32332809802
2023,Abril,Panamá,Largos,13.376434
2023,Abril,Panamá,Planos,10.926341
2023,Abril,Panamá,Tubos Sin Costura,0.125618
2023,Abril,Panamá,Laminados,24.428393
2023,Abril,Paraguay,Largos,9.672524156667482
2023,Abril,Paraguay,Planos,17.1257437
2023,Abril,Paraguay,Tubos Sin Costura,0.048558899999999995
2023,Abril,Paraguay,Laminados,26.846826756667483
2023,Abril,Perú,Largos,180.7482328396453
2023,Abril,Perú,Planos,94.24734749300909
2023,Abril,Perú,Tubos Sin Costura,2.494557219999999
2023,Abril,Perú,Laminados,277.4901375526544
2023,Abril,República Dominicana,Largos,34.41927214870306
2023,Abril,República Dominicana,Planos,4.3177109803689335
2023,Abril,República Dominicana,Tubos Sin Costura,0.0
2023,Abril,República Dominicana,Laminados,38.736983129071994
2023,Abril,Uruguay,Largos,5.726234928587326
2023,Abril,Uruguay,Planos,6.734662
2023,Abril,Uruguay,Tubos Sin Costura,0.058503
2023,Abril,Uruguay,Laminados,12.519399928587326
2023,Abril,Venezuela,Largos,6.9395998065433595
2023,Abril,Venezuela,Planos,3.158538
2023,Abril,Venezuela,Tubos Sin Costura,0.106148
2023,Abril,Venezuela,Laminados,10.204285806543359
2023,Mayo,Argentina,Largos,173.2600525814878
2023,Mayo,Argentina,Planos,224.3500525814878
2023,Mayo,Argentina,Tubos Sin Costura,38.23108333333333
2023,Mayo,Argentina,Laminados,435.841188496309
2023,Mayo,Bolivia,Largos,29.186311
2023,Mayo,Bolivia,Planos,10.296484
2023,Mayo,Bolivia,Tubos Sin Costura,0.768199
2023,Mayo,Bolivia,Laminados,40.250994
2023,Mayo,Brasil,Largos,815.353
2023,Mayo,Brasil,Planos,1227.408
2023,Mayo,Brasil,Tubos Sin Costura,0.0
2023,Mayo,Brasil,Laminados,2042.761
2023,Mayo,Chile,Largos,92.04247697000005
2023,Mayo,Chile,Planos,75.55483931999994
2023,Mayo,Chile,Tubos Sin Costura,7.228804190000001
2023,Mayo,Chile,Laminados,174.82612048
2023,Mayo,Colombia,Largos,172.61606662
2023,Mayo,Colombia,Planos,106.82685838
2023,Mayo,Colombia,Tubos Sin Costura,17.19390352
2023,Mayo,Colombia,Laminados,296.63682852
2023,Mayo,Costa Rica,Largos,12.482519529925494
2023,Mayo,Costa Rica,Planos,-1.6054886099999965
2023,Mayo,Costa Rica,Tubos Sin Costura,0.037341190000000066
2023,Mayo,Costa Rica,Laminados,10.914372109925496
2023,Mayo,Ecuador,Largos,58.61797682928028
2023,Mayo,Ecuador,Planos,96.09801947999995
2023,Mayo,Ecuador,Tubos Sin Costura,11.070079709999991
2023,Mayo,Ecuador,Laminados,165.78607601928022
2023,Mayo,El Salvador,Largos,12.240154751594906
2023,Mayo,El Salvador,Planos,17.90240992
2023,Mayo,El Salvador,Tubos Sin Costura,0.82565212
2023,Mayo,El Salvador,Laminados,30.968216791594905
2023,Mayo,Guatemala,Largos,50.29572733244294
2023,Mayo,Guatemala,Planos,43.721975
2023,Mayo,Guatemala,Tubos Sin Costura,0.025456000000000006
2023,Mayo,Guatemala,Laminados,94.04315833244294
2023,Mayo,Honduras,Largos,20.168319819999994
2023,Mayo,Honduras,Planos,61.79172646
2023,Mayo,Honduras,Tubos Sin Costura,0.17870914000000002
2023,Mayo,Honduras,Laminados,82.13875542
2023,Mayo,México,Largos,947.9578601155698
2023,Mayo,México,Planos,1567.48318998646
2023,Mayo,México,Tubos Sin Costura,40.13469961811
2023,Mayo,México,Laminados,2555.57574972014
2023,Mayo,Panamá,Largos,25.310761000000003
2023,Mayo,Panamá,Planos,14.928849
2023,Mayo,Panamá,Tubos Sin Costura,0.19363899999999998
2023,Mayo,Panamá,Laminados,40.433248999999996
2023,Mayo,Paraguay,Largos,8.86243872626054
2023,Mayo,Paraguay,Planos,19.66848319999999
2023,Mayo,Paraguay,Tubos Sin Costura,0.1507494
2023,Mayo,Paraguay,Laminados,28.68167132626053
2023,Mayo,Perú,Largos,168.45018032964646
2023,Mayo,Perú,Planos,58.3874769467777
2023,Mayo,Perú,Tubos Sin Costura,4.301004980000001
2023,Mayo,Perú,Laminados,231.13866225642414
2023,Mayo,República Dominicana,Largos,32.88280607107631
2023,Mayo,República Dominicana,Planos,5.0536189077785005
2023,Mayo,República Dominicana,Tubos Sin Costura,0.0
2023,Mayo,República Dominicana,Laminados,37.93642497885481
2023,Mayo,Uruguay,Largos,6.500651401377199
2023,Mayo,Uruguay,Planos,8.308232
2023,Mayo,Uruguay,Tubos Sin Costura,0.294078
2023,Mayo,Uruguay,Laminados,15.1029614013772
2023,Mayo,Venezuela,Largos,7.778588952804922
2023,Mayo,Venezuela,Planos,8.918506
2023,Mayo,Venezuela,Tubos Sin Costura,0.520477
2023,Mayo,Venezuela,Laminados,17.217571952804924
2023,Junio,Argentina,Largos,169.23405258148776
2023,Junio,Argentina,Planos,227.53805258148782
2023,Junio,Argentina,Tubos Sin Costura,33.80408333333334
2023,Junio,Argentina,Laminados,430.5761884963089
2023,Junio,Bolivia,Largos,25.596906
2023,Junio,Bolivia,Planos,27.77716
2023,Junio,Bolivia,Tubos Sin Costura,0.99818
2023,Junio,Bolivia,Laminados,54.372246
2023,Junio,Brasil,Largos,791.414
2023,Junio,Brasil,Planos,1180.878
2023,Junio,Brasil,Tubos Sin Costura,0.0
2023,Junio,Brasil,Laminados,1972.292
2023,Junio,Chile,Largos,66.86525336999982
2023,Junio,Chile,Planos,89.01367153
2023,Junio,Chile,Tubos Sin Costura,2.21939899
2023,Junio,Chile,Laminados,158.09832388999982
2023,Junio,Colombia,Largos,154.15194134
2023,Junio,Colombia,Planos,121.63889548000003
2023,Junio,Colombia,Tubos Sin Costura,11.871306530000002
2023,Junio,Colombia,Laminados,287.66214335000006
2023,Junio,Costa Rica,Largos,15.039375172282817
2023,Junio,Costa Rica,Planos,23.346783569999985
2023,Junio,Costa Rica,Tubos Sin Costura,0.42551961999999943
2023,Junio,Costa Rica,Laminados,38.811678362282805
2023,Junio,Ecuador,Largos,65.97962541545893
2023,Junio,Ecuador,Planos,103.72188581000005
2023,Junio,Ecuador,Tubos Sin Costura,7.290661250000002
2023,Junio,Ecuador,Laminados,176.99217247545897
2023,Junio,El Salvador,Largos,16.614380091594906
2023,Junio,El Salvador,Planos,14.308069269999994
2023,Junio,El Salvador,Tubos Sin Costura,0.58030875
2023,Junio,El Salvador,Laminados,31.5027581115949
2023,Junio,Guatemala,Largos,58.43644380295261
2023,Junio,Guatemala,Planos,39.721479
2023,Junio,Guatemala,Tubos Sin Costura,0.7030569999999999
2023,Junio,Guatemala,Laminados,98.86097980295261
2023,Junio,Honduras,Largos,10.161131130000005
2023,Junio,Honduras,Planos,5.788750890000006
2023,Junio,Honduras,Tubos Sin Costura,0.18404132999999998
2023,Junio,Honduras,Laminados,16.13392335000001
2023,Junio,México,Largos,835.18958688629
2023,Junio,México,Planos,1542.01057447534
2023,Junio,México,Tubos Sin Costura,57.57530800186001
2023,Junio,México,Laminados,2434.77546936349
2023,Junio,Panamá,Largos,20.744651
2023,Junio,Panamá,Planos,21.591499000000002
2023,Junio,Panamá,Tubos Sin Costura,0.276266
2023,Junio,Panamá,Laminados,42.612416
2023,Junio,Paraguay,Largos,12.262100927642676
2023,Junio,Paraguay,Planos,19.665988
2023,Junio,Paraguay,Tubos Sin Costura,0.1506745
2023,Junio,Paraguay,Laminados,32.07876342764268
2023,Junio,Perú,Largos,267.334523921093
2023,Junio,Perú,Planos,86.96256377018865
2023,Junio,Perú,Tubos Sin Costura,10.033130290000008
2023,Junio,Perú,Laminados,364.3302179812817
2023,Junio,República Dominicana,Largos,35.984576264295576
2023,Junio,República Dominicana,Planos,7.858384452038166
2023,Junio,República Dominicana,Tubos Sin Costura,0.0
2023,Junio,República Dominicana,Laminados,43.84296071633374
2023,Junio,Uruguay,Largos,8.9963160017215
2023,Junio,Uruguay,Planos,5.684356999999999
2023,Junio,Uruguay,Tubos Sin Costura,0.204286
2023,Junio,Uruguay,Laminados,14.884959001721498
2023,Junio,Venezuela,Largos,6.425942857780852
2023,Junio,Venezuela,Planos,6.287365
2023,Junio,Venezuela,Tubos Sin Costura,0.430634
2023,Junio,Venezuela,Laminados,13.14394185778085
2023,Julio,Argentina,Largos,152.08385712071865
2023,Julio,Argentina,Planos,218.25385712071866
2023,Julio,Argentina,Tubos Sin Costura,33.63588787256422
2023,Julio,Argentina,Laminados,403.97360211400155
2023,Julio,Bolivia,Largos,21.879172
2023,Julio,Bolivia,Planos,12.64315028
2023,Julio,Bolivia,Tubos Sin Costura,0.6135401199999999
2023,Julio,Bolivia,Laminados,35.1358624
2023,Julio,Brasil,Largos,816.354
2023,Julio,Brasil,Planos,1177.958
2023,Julio,Brasil,Tubos Sin Costura,0.0
2023,Julio,Brasil,Laminados,1994.3120000000001
2023,Julio,Chile,Largos,72.50388705999872
2023,Julio,Chile,Planos,140.45711652
2023,Julio,Chile,Tubos Sin Costura,2.2980879499999984
2023,Julio,Chile,Laminados,215.2590915299987
2023,Julio,Colombia,Largos,142.22698429
2023,Julio,Colombia,Planos,113.1372044
2023,Julio,Colombia,Tubos Sin Costura,10.970031370000003
2023,Julio,Colombia,Laminados,266.33422006
2023,Julio,Costa Rica,Largos,35.17510687610413
2023,Julio,Costa Rica,Planos,47.61601124999995
2023,Julio,Costa Rica,Tubos Sin Costura,0.1276845800000001
2023,Julio,Costa Rica,Laminados,82.91880270610407
2023,Julio,Ecuador,Largos,54.682722429280275
2023,Julio,Ecuador,Planos,78.70489759999991
2023,Julio,Ecuador,Tubos Sin Costura,11.336780589999975
2023,Julio,Ecuador,Laminados,144.72440061928017
2023,Julio,El Salvador,Largos,19.2359524315949
2023,Julio,El Salvador,Planos,17.793807840000003
2023,Julio,El Salvador,Tubos Sin Costura,0.06009384
2023,Julio,El Salvador,Laminados,37.0898541115949
2023,Julio,Guatemala,Largos,42.5112844768179
2023,Julio,Guatemala,Planos,53.783391
2023,Julio,Guatemala,Tubos Sin Costura,0.518647
2023,Julio,Guatemala,Laminados,96.8133224768179
2023,Julio,Honduras,Largos,15.611094300000005
2023,Julio,Honduras,Planos,36.07346905
2023,Julio,Honduras,Tubos Sin Costura,0.7964126599999999
2023,Julio,Honduras,Laminados,52.480976010000006
2023,Julio,México,Largos,862.82451323155
2023,Julio,México,Planos,1667.43334719611
2023,Julio,México,Tubos Sin Costura,39.75159324259999
2023,Julio,México,Laminados,2570.00945367026
2023,Julio,Panamá,Largos,21.971905
2023,Julio,Panamá,Planos,14.621642
2023,Julio,Panamá,Tubos Sin Costura,0.104587
2023,Julio,Panamá,Laminados,36.698134
2023,Julio,Paraguay,Largos,9.646293522114139
2023,Julio,Paraguay,Planos,20.052675799999996
2023,Julio,Paraguay,Tubos Sin Costura,0.18601400000000004
2023,Julio,Paraguay,Laminados,29.884983322114135
2023,Julio,Perú,Largos,153.27322936841736
2023,Julio,Perú,Planos,77.10164957887241
2023,Julio,Perú,Tubos Sin Costura,1.7435390900000007
2023,Julio,Perú,Laminados,232.11841803728979
2023,Julio,República Dominicana,Largos,40.05465913979809
2023,Julio,República Dominicana,Planos,8.638028670048643
2023,Julio,República Dominicana,Tubos Sin Costura,0.0
2023,Julio,República Dominicana,Laminados,48.69268780984673
2023,Julio,Uruguay,Largos,9.506441310042577
2023,Julio,Uruguay,Planos,4.32581
2023,Julio,Uruguay,Tubos Sin Costura,0.13955099999999998
2023,Julio,Uruguay,Laminados,13.971802310042577
2023,Julio,Venezuela,Largos,10.400820772760332
2023,Julio,Venezuela,Planos,6.450239
2023,Julio,Venezuela,Tubos Sin Costura,0.678244
2023,Julio,Venezuela,Laminados,17.52930377276033
2023,Agosto,Argentina,Largos,179.93685712071863
2023,Agosto,Argentina,Planos,235.96884912071863
2023,Agosto,Argentina,Tubos Sin Costura,24.074879872564203
2023,Agosto,Argentina,Laminados,439.9805861140015
2023,Agosto,Bolivia,Largos,22.255594000000002
2023,Agosto,Bolivia,Planos,35.700018
2023,Agosto,Bolivia,Tubos Sin Costura,0.697665
2023,Agosto,Bolivia,Laminados,58.653277
2023,Agosto,Brasil,Largos,884.429
2023,Agosto,Brasil,Planos,1246.233
2023,Agosto,Brasil,Tubos Sin Costura,0.0
2023,Agosto,Brasil,Laminados,2130.662
2023,Agosto,Chile,Largos,99.87141469999926
2023,Agosto,Chile,Planos,97.16123240000006
2023,Agosto,Chile,Tubos Sin Costura,1.5094015500000004
2023,Agosto,Chile,Laminados,198.54204864999934
2023,Agosto,Colombia,Largos,158.87054241
2023,Agosto,Colombia,Planos,119.145
2023,Agosto,Colombia,Tubos Sin Costura,5.221180470000001
2023,Agosto,Colombia,Laminados,283.23672288
2023,Agosto,Costa Rica,Largos,22.772281812282806
2023,Agosto,Costa Rica,Planos,18.13463079000001
2023,Agosto,Costa Rica,Tubos Sin Costura,0.11969802999999961
2023,Agosto,Costa Rica,Laminados,41.02661063228282
2023,Agosto,Ecuador,Largos,58.97382020163759
2023,Agosto,Ecuador,Planos,75.25751747999995
2023,Agosto,Ecuador,Tubos Sin Costura,6.291640600000009
2023,Agosto,Ecuador,Laminados,140.52297828163756
2023,Agosto,El Salvador,Largos,14.831120647645548
2023,Agosto,El Salvador,Planos,27.140073759999996
2023,Agosto,El Salvador,Tubos Sin Costura,0.89622117
2023,Agosto,El Salvador,Laminados,42.86741557764554
2023,Agosto,Guatemala,Largos,56.95895782453276
2023,Agosto,Guatemala,Planos,45.904793000000005
2023,Agosto,Guatemala,Tubos Sin Costura,0.517892
2023,Agosto,Guatemala,Laminados,103.38164282453276
2023,Agosto,Honduras,Largos,11.668031089999994
2023,Agosto,Honduras,Planos,21.900755320000002
2023,Agosto,Honduras,Tubos Sin Costura,0.22991441999999992
2023,Agosto,Honduras,Laminados,33.798700829999994
2023,Agosto,México,Largos,871.7588048691501
2023,Agosto,México,Planos,1670.7176975186699
2023,Agosto,México,Tubos Sin Costura,43.72896688857999
2023,Agosto,México,Laminados,2586.2054692764
2023,Agosto,Panamá,Largos,43.606918
2023,Agosto,Panamá,Planos,15.547808
2023,Agosto,Panamá,Tubos Sin Costura,0.16877299999999998
2023,Agosto,Panamá,Laminados,59.323499
2023,Agosto,Paraguay,Largos,9.647749327642677
2023,Agosto,Paraguay,Planos,19.667570299999998
2023,Agosto,Paraguay,Tubos Sin Costura,0.3523467
2023,Agosto,Paraguay,Laminados,29.66766632764267
2023,Agosto,Perú,Largos,207.9416522934343
2023,Agosto,Perú,Planos,91.14028265805791
2023,Agosto,Perú,Tubos Sin Costura,2.290764880000003
2023,Agosto,Perú,Laminados,301.3726998314922
2023,Agosto,República Dominicana,Largos,40.44326689553909
2023,Agosto,República Dominicana,Planos,9.111549081950088
2023,Agosto,República Dominicana,Tubos Sin Costura,0.0
2023,Agosto,República Dominicana,Laminados,49.55481597748918
2023,Agosto,Uruguay,Largos,10.773569642001686
2023,Agosto,Uruguay,Planos,6.934967
2023,Agosto,Uruguay,Tubos Sin Costura,0.116475
2023,Agosto,Uruguay,Laminados,17.825011642001687
2023,Agosto,Venezuela,Largos,8.625320641873648
2023,Agosto,Venezuela,Planos,3.225389
2023,Agosto,Venezuela,Tubos Sin Costura,0.100749
2023,Agosto,Venezuela,Laminados,11.951458641873648
2023,Septiembre,Argentina,Largos,148.83185712071864
2023,Septiembre,Argentina,Planos,214.18484912071864
2023,Septiembre,Argentina,Tubos Sin Costura,37.727879872564216
2023,Septiembre,Argentina,Laminados,400.74458611400155
2023,Septiembre,Bolivia,Largos,20.709797
2023,Septiembre,Bolivia,Planos,10.931073
2023,Septiembre,Bolivia,Tubos Sin Costura,0.334555
2023,Septiembre,Bolivia,Laminados,31.975425
2023,Septiembre,Brasil,Largos,869.912
2023,Septiembre,Brasil,Planos,1308.083
2023,Septiembre,Brasil,Tubos Sin Costura,0.0
2023,Septiembre,Brasil,Laminados,2177.995
2023,Septiembre,Chile,Largos,80.97227570999985
2023,Septiembre,Chile,Planos,120.61877016000001
2023,Septiembre,Chile,Tubos Sin Costura,1.7111601899999995
2023,Septiembre,Chile,Laminados,203.30220605999983
2023,Septiembre,Colombia,Largos,144.42296625429188
2023,Septiembre,Colombia,Planos,112.44818234
2023,Septiembre,Colombia,Tubos Sin Costura,8.862609219999998
2023,Septiembre,Colombia,Laminados,265.7337578142919
2023,Septiembre,Costa Rica,Largos,31.080528334640128
2023,Septiembre,Costa Rica,Planos,21.061864219999983
2023,Septiembre,Costa Rica,Tubos Sin Costura,0.1484157799999999
2023,Septiembre,Costa Rica,Laminados,52.29080833464011
2023,Septiembre,Ecuador,Largos,90.04591760163758
2023,Septiembre,Ecuador,Planos,37.85378667999998
2023,Septiembre,Ecuador,Tubos Sin Costura,2.2745431000000007
2023,Septiembre,Ecuador,Laminados,130.17424738163754
2023,Septiembre,El Salvador,Largos,13.869515141594903
2023,Septiembre,El Salvador,Planos,5.8092165
2023,Septiembre,El Salvador,Tubos Sin Costura,0.8394664000000001
2023,Septiembre,El Salvador,Laminados,20.5181980415949
2023,Septiembre,Guatemala,Largos,47.696834649544726
2023,Septiembre,Guatemala,Planos,53.359835
2023,Septiembre,Guatemala,Tubos Sin Costura,0.9528490000000001
2023,Septiembre,Guatemala,Laminados,102.00951864954472
2023,Septiembre,Honduras,Largos,14.761596379999997
2023,Septiembre,Honduras,Planos,52.72509923000001
2023,Septiembre,Honduras,Tubos Sin Costura,0.16392435999999996
2023,Septiembre,Honduras,Laminados,67.65061997000001
2023,Septiembre,México,Largos,889.04422302872
2023,Septiembre,México,Planos,1574.72258994733
2023,Septiembre,México,Tubos Sin Costura,11.976714584929994
2023,Septiembre,México,Laminados,2475.74352756098
2023,Septiembre,Panamá,Largos,21.910668
2023,Septiembre,Panamá,Planos,11.066993
2023,Septiembre,Panamá,Tubos Sin Costura,0.186007
2023,Septiembre,Panamá,Laminados,33.163667999999994
2023,Septiembre,Paraguay,Largos,8.961749203496273
2023,Septiembre,Paraguay,Planos,23.6252848
2023,Septiembre,Paraguay,Tubos Sin Costura,0.24166910000000003
2023,Septiembre,Paraguay,Laminados,32.828703103496274
2023,Septiembre,Perú,Largos,188.83057245781367
2023,Septiembre,Perú,Planos,127.96375592341116
2023,Septiembre,Perú,Tubos Sin Costura,5.246731480000012
2023,Septiembre,Perú,Laminados,322.0410598612248
2023,Septiembre,República Dominicana,Largos,38.245783331509244
2023,Septiembre,República Dominicana,Planos,6.038012878050973
2023,Septiembre,República Dominicana,Tubos Sin Costura,0.0
2023,Septiembre,República Dominicana,Laminados,44.283796209560215
2023,Septiembre,Uruguay,Largos,9.873275731501264
2023,Septiembre,Uruguay,Planos,6.187357
2023,Septiembre,Uruguay,Tubos Sin Costura,0.1655
2023,Septiembre,Uruguay,Laminados,16.226132731501266
2023,Septiembre,Venezuela,Largos,9.09321153193386
2023,Septiembre,Venezuela,Planos,11.940596
2023,Septiembre,Venezuela,Tubos Sin Costura,0.704938
2023,Septiembre,Venezuela,Laminados,21.73874553193386
2023,Octubre,Argentina,Largos,163.35301492178277
2023,Octubre,Argentina,Planos,251.52001492178277
2023,Octubre,Argentina,Tubos Sin Costura,33.05004567362832
2023,Octubre,Argentina,Laminados,447.92307551719387
2023,Octubre,Bolivia,Largos,26.762917
2023,Octubre,Bolivia,Planos,20.738912
2023,Octubre,Bolivia,Tubos Sin Costura,0.635903
2023,Octubre,Bolivia,Laminados,48.137732
2023,Octubre,Brasil,Largos,808.272
2023,Octubre,Brasil,Planos,1200.582
2023,Octubre,Brasil,Tubos Sin Costura,0.0
2023,Octubre,Brasil,Laminados,2008.8540000000003
2023,Octubre,Chile,Largos,69.81389825000005
2023,Octubre,Chile,Planos,81.13865613
2023,Octubre,Chile,Tubos Sin Costura,2.0699808299999995
2023,Octubre,Chile,Laminados,153.02253521000003
2023,Octubre,Colombia,Largos,164.29465198999998
2023,Octubre,Colombia,Planos,100.35236756000002
2023,Octubre,Colombia,Tubos Sin Costura,10.220480329999996
2023,Octubre,Colombia,Laminados,274.86749987999997
2023,Octubre,Costa Rica,Largos,96.27720717228279
2023,Octubre,Costa Rica,Planos,35.289501330000014
2023,Octubre,Costa Rica,Tubos Sin Costura,0.10580828000000023
2023,Octubre,Costa Rica,Laminados,131.6725167822828
2023,Octubre,Ecuador,Largos,62.46948148781625
2023,Octubre,Ecuador,Planos,94.41195083000011
2023,Octubre,Ecuador,Tubos Sin Costura,9.00070775
2023,Octubre,Ecuador,Laminados,165.88214006781635
2023,Octubre,El Salvador,Largos,20.618849927645545
2023,Octubre,El Salvador,Planos,32.090291410000006
2023,Octubre,El Salvador,Tubos Sin Costura,0.12595095000000003
2023,Octubre,El Salvador,Laminados,52.83509228764555
2023,Octubre,Guatemala,Largos,63.87013012458068
2023,Octubre,Guatemala,Planos,69.051909
2023,Octubre,Guatemala,Tubos Sin Costura,0.360606
2023,Octubre,Guatemala,Laminados,133.28264512458068
2023,Octubre,Honduras,Largos,6.94389856
2023,Octubre,Honduras,Planos,30.540316970000003
2023,Octubre,Honduras,Tubos Sin Costura,-0.03213882999999995
2023,Octubre,Honduras,Laminados,37.4520767
2023,Octubre,México,Largos,889.84269361038
2023,Octubre,México,Planos,1638.52398003264
2023,Octubre,México,Tubos Sin Costura,34.71781193818
2023,Octubre,México,Laminados,2563.0844855812
2023,Octubre,Panamá,Largos,17.470032
2023,Octubre,Panamá,Planos,9.743001
2023,Octubre,Panamá,Tubos Sin Costura,-0.0017510000000000026
2023,Octubre,Panamá,Laminados,27.211282
2023,Octubre,Paraguay,Largos,9.159413922114142
2023,Octubre,Paraguay,Planos,23.272832200000003
2023,Octubre,Paraguay,Tubos Sin Costura,0.11291789999999999
2023,Octubre,Paraguay,Laminados,32.54516402211414
2023,Octubre,Perú,Largos,204.63919925782258
2023,Octubre,Perú,Planos,114.21761005233344
2023,Octubre,Perú,Tubos Sin Costura,3.084575260000003
2023,Octubre,Perú,Laminados,321.941384570156
2023,Octubre,República Dominicana,Largos,37.157468858965274
2023,Octubre,República Dominicana,Planos,6.658749432545598
2023,Octubre,República Dominicana,Tubos Sin Costura,0.0
2023,Octubre,República Dominicana,Laminados,43.81621829151087
2023,Octubre,Uruguay,Largos,7.564428686751475
2023,Octubre,Uruguay,Planos,5.003704
2023,Octubre,Uruguay,Tubos Sin Costura,0.06312
2023,Octubre,Uruguay,Laminados,12.631252686751475
2023,Octubre,Venezuela,Largos,10.124840054842869
2023,Octubre,Venezuela,Planos,13.885897
2023,Octubre,Venezuela,Tubos Sin Costura,0.205366
2023,Octubre,Venezuela,Laminados,24.216103054842872
2023,Noviembre,Argentina,Largos,161.21901492178276
2023,Noviembre,Argentina,Planos,210.32101492178276
2023,Noviembre,Argentina,Tubos Sin Costura,35.727045673628325
2023,Noviembre,Argentina,Laminados,407.26707551719386
2023,Noviembre,Bolivia,Largos,15.706031
2023,Noviembre,Bolivia,Planos,20.500294
2023,Noviembre,Bolivia,Tubos Sin Costura,0.377802
2023,Noviembre,Bolivia,Laminados,36.584127
2023,Noviembre,Brasil,Largos,789.212
2023,Noviembre,Brasil,Planos,1193.757
2023,Noviembre,Brasil,Tubos Sin Costura,0.0
2023,Noviembre,Brasil,Laminados,1982.969
2023,Noviembre,Chile,Largos,96.14408150000006
2023,Noviembre,Chile,Planos,119.58414149000001
2023,Noviembre,Chile,Tubos Sin Costura,2.25468112
2023,Noviembre,Chile,Laminados,217.98290411000005
2023,Noviembre,Colombia,Largos,157.46957762
2023,Noviembre,Colombia,Planos,73.80927878
