Año,Mes,Familia_canacero,Vol. Ventas (ton)
2023,mayo,02.01 LAMINA EN CALIENTE,13045.283029000002
2023,mayo,03.01 LAMINA EN FRIO,2263.09172
2023,mayo,04.01 LAMINA GALVANIZADA,1119.0522200000003
2023,mayo,05.01 PERFILES ESTRUCTURALES,9933.979973
2023,mayo,06.01 PERFILES COMERCIALES,3582.1467010000006
2023,junio,01.01 PLACA DE ROLLO,15313.735407000004
2023,junio,01.02 PLACA DE HOJA,2392.147997
2023,junio,02.01 LAMINA EN CALIENTE,13026.536236000009
2023,junio,03.01 LAMINA EN FRIO,1998.922824
2023,junio,04.01 LAMINA GALVANIZADA,947.1695640000002
2023,junio,05.01 PERFILES ESTRUCTURALES,10870.306342999998
2023,junio,06.01 PERFILES COMERCIALES,3263.514414
2023,julio,01.01 PLACA DE ROLLO,17087.945209
2023,julio,01.02 PLACA DE HOJA,2774.244921
2023,julio,02.01 LAMINA EN CALIENTE,13173.323898000002
2023,julio,03.01 LAMINA EN FRIO,2143.744811
2023,julio,04.01 LAMINA GALVANIZADA,728.508288
2023,julio,05.01 PERFILES ESTRUCTURALES,11452.692146999998
2023,julio,06.01 PERFILES COMERCIALES,4876.069468000001
2023,agosto,01.01 PLACA DE ROLLO,19062.820129
2023,agosto,01.02 PLACA DE HOJA,2237.945789
2023,agosto,02.01 LAMINA EN CALIENTE,16345.861960000007
2023,agosto,03.01 LAMINA EN FRIO,2447.995966
2023,agosto,04.01 LAMINA GALVANIZADA,1099.3471980000002
2023,agosto,05.01 PERFILES ESTRUCTURALES,10565.473227999999
2023,agosto,06.01 PERFILES COMERCIALES,4513.647569000001
2023,septiembre,01.01 PLACA DE ROLLO,16027.225106999993
2023,septiembre,01.02 PLACA DE HOJA,2030.365862
2023,septiembre,02.01 LAMINA EN CALIENTE,17613.86270400001
2023,septiembre,03.01 LAMINA EN FRIO,2784.240444
2023,septiembre,04.01 LAMINA GALVANIZADA,1059.673768
2023,septiembre,05.01 PERFILES ESTRUCTURALES,9989.077469
2023,septiembre,06.01 PERFILES COMERCIALES,4012.299755
2023,octubre,01.01 PLACA DE ROLLO,19872.553662
2023,octubre,01.02 PLACA DE HOJA,2636.7829840000004
2023,octubre,02.01 LAMINA EN CALIENTE,22955.837501000027
2023,octubre,03.01 LAMINA EN FRIO,3309.644228
2023,octubre,04.01 LAMINA GALVANIZADA,1350.7634230000003
2023,octubre,05.01 PERFILES ESTRUCTURALES,10677.022519
2023,octubre,06.01 PERFILES COMERCIALES,4261.430733
2023,noviembre,01.01 PLACA DE ROLLO,15047.568140999998
2023,noviembre,01.02 PLACA DE HOJA,1734.5477199999998
2023,noviembre,02.01 LAMINA EN CALIENTE,17372.207589
2023,noviembre,03.01 LAMINA EN FRIO,2986.1727479999995
2023,noviembre,04.01 LAMINA GALVANIZADA,1575.1063290000004
2023,noviembre,05.01 PERFILES ESTRUCTURALES,9848.429542
2023,noviembre,06.01 PERFILES COMERCIALES,4270.760363
2023,diciembre,01.01 PLACA DE ROLLO,16112.501830999994
2023,diciembre,01.02 PLACA DE HOJA,2217.8397099999997
2023,diciembre,02.01 LAMINA EN CALIENTE,15597.276414000007
2023,diciembre,03.01 LAMINA EN FRIO,1887.070172
2023,diciembre,04.01 LAMINA GALVANIZADA,1122.7250110000002
2023,diciembre,05.01 PERFILES ESTRUCTURALES,12740.159793
2023,diciembre,06.01 PERFILES COMERCIALES,4259.090953000001
2024,enero,01.01 PLACA DE ROLLO,13136.688124000002
2024,enero,01.02 PLACA DE HOJA,1566.920348
2024,enero,02.01 LAMINA EN CALIENTE,13034.93046500001
2024,enero,03.01 LAMINA EN FRIO,2113.42402
2024,enero,04.01 LAMINA GALVANIZADA,849.1101370000005
2024,enero,05.01 PERFILES ESTRUCTURALES,10009.979849000001
2024,enero,06.01 PERFILES COMERCIALES,3314.967227
2024,febrero,01.01 PLACA DE ROLLO,12900.616508999998
2024,febrero,01.02 PLACA DE HOJA,1959.2675000000002
2024,febrero,02.01 LAMINA EN CALIENTE,10840.040840000005
2024,febrero,03.01 LAMINA EN FRIO,1584.016766
2024,febrero,04.01 LAMINA GALVANIZADA,917.1178510000001
2024,febrero,05.01 PERFILES ESTRUCTURALES,8833.400939999998
2024,febrero,06.01 PERFILES COMERCIALES,3064.9737020000002
2024,marzo,01.01 PLACA DE ROLLO,10664.055106999996
2024,marzo,01.02 PLACA DE HOJA,1813.22709
2024,marzo,02.01 LAMINA EN CALIENTE,13464.468964999998
2024,marzo,03.01 LAMINA EN FRIO,1938.4004069999999
2024,marzo,04.01 LAMINA GALVANIZADA,734.4996799999999
2024,marzo,05.01 PERFILES ESTRUCTURALES,8568.851375
2024,marzo,06.01 PERFILES COMERCIALES,3289.036157999999
2024,abril,01.01 PLACA DE ROLLO,14461.798370999997
2024,abril,01.02 PLACA DE HOJA,2338.148613
2024,abril,02.01 LAMINA EN CALIENTE,18493.016503000013
2024,abril,03.01 LAMINA EN FRIO,3115.2836210000005
2024,abril,04.01 LAMINA GALVANIZADA,1371.4376860000007
2024,abril,05.01 PERFILES ESTRUCTURALES,9901.739343
2024,abril,06.01 PERFILES COMERCIALES,4881.272478
2024,mayo,01.01 PLACA DE ROLLO,15098.362707000004
2024,mayo,01.02 PLACA DE HOJA,3064.379118
2024,mayo,02.01 LAMINA EN CALIENTE,15880.103253999989
2024,mayo,03.01 LAMINA EN FRIO,2345.304927
2024,mayo,04.01 LAMINA GALVANIZADA,1212.0858099999998
2024,mayo,05.01 PERFILES ESTRUCTURALES,11008.613943999999
2024,mayo,06.01 PERFILES COMERCIALES,4462.2990070000005
2024,junio,01.01 PLACA DE ROLLO,17140.943485000003
2024,junio,01.02 PLACA DE HOJA,2165.327573
2024,junio,02.01 LAMINA EN CALIENTE,17421.94419900002
2024,junio,03.01 LAMINA EN FRIO,2354.755399
2024,junio,04.01 LAMINA GALVANIZADA,1199.652698
2024,junio,05.01 PERFILES ESTRUCTURALES,10978.805214000002
2024,junio,06.01 PERFILES COMERCIALES,3853.8640030000006
2024,julio,01.01 PLACA DE ROLLO,15509.834941
2024,julio,01.02 PLACA DE HOJA,2402.9982760000003
2024,julio,02.01 LAMINA EN CALIENTE,16572.639550000004
2024,julio,03.01 LAMINA EN FRIO,2168.632921
2024,julio,04.01 LAMINA GALVANIZADA,1216.7742790000002
2024,julio,05.01 PERFILES ESTRUCTURALES,11659.852033999998
2024,julio,06.01 PERFILES COMERCIALES,5026.370211
2024,agosto,01.01 PLACA DE ROLLO,16394.147764
2024,agosto,01.02 PLACA DE HOJA,2836.19271
2024,agosto,02.01 LAMINA EN CALIENTE,18424.356291000015
2024,agosto,03.01 LAMINA EN FRIO,2233.268887
2024,agosto,04.01 LAMINA GALVANIZADA,1269.2222730000003
2024,agosto,05.01 PERFILES ESTRUCTURALES,11144.154446000002
2024,agosto,06.01 PERFILES COMERCIALES,4761.931939
2024,septiembre,01.01 PLACA DE ROLLO,12510.525179999995
2024,septiembre,01.02 PLACA DE HOJA,2352.9287999999997
2024,septiembre,02.01 LAMINA EN CALIENTE,14132.914904000001
2024,septiembre,03.01 LAMINA EN FRIO,1757.55097
2024,septiembre,04.01 LAMINA GALVANIZADA,920.1109510000001
2024,septiembre,05.01 PERFILES ESTRUCTURALES,9430.918634
2024,septiembre,06.01 PERFILES COMERCIALES,3959.8527299999996
2024,octubre,01.01 PLACA DE ROLLO,13660.222839999997
2024,octubre,01.02 PLACA DE HOJA,1944.680998
2024,octubre,02.01 LAMINA EN CALIENTE,14576.655623999995
2024,octubre,03.01 LAMINA EN FRIO,1811.6256770000002
2024,octubre,04.01 LAMINA GALVANIZADA,773.780635
2024,octubre,05.01 PERFILES ESTRUCTURALES,10306.215458
2024,octubre,06.01 PERFILES COMERCIALES,4611.427861
2024,noviembre,01.01 PLACA DE ROLLO,13729.487826
2024,noviembre,01.02 PLACA DE HOJA,1764.6144
2024,noviembre,02.01 LAMINA EN CALIENTE,12933.361045000001
2024,noviembre,03.01 LAMINA EN FRIO,1592.98446
2024,noviembre,04.01 LAMINA GALVANIZADA,695.682987
2024,noviembre,05.01 PERFILES ESTRUCTURALES,10489.060629000001
2024,noviembre,06.01 PERFILES COMERCIALES,4458.785180000001
2024,diciembre,01.01 PLACA DE ROLLO,12287.902366999999
2024,diciembre,01.02 PLACA DE HOJA,2237.96315
2024,diciembre,02.01 LAMINA EN CALIENTE,13234.452931000007
2024,diciembre,03.01 LAMINA EN FRIO,1625.1515300000003
2024,diciembre,04.01 LAMINA GALVANIZADA,982.3450140000006
2024,diciembre,05.01 PERFILES ESTRUCTURALES,11469.374114999999
2024,diciembre,06.01 PERFILES COMERCIALES,4206.193787
